ID,Время создания,Время изменения,Ваш пол,Сколько вам лет?,"Укажите тип населённого пункта, в котором вы проживаете.",Источник ответов,Кого бы вы НЕ хотели видеть своим соседом? / Наркозависимого,Кого бы вы НЕ хотели видеть своим соседом? / Человека другой расы,Кого бы вы НЕ хотели видеть своим соседом? / Гомосексуала,Кого бы вы НЕ хотели видеть своим соседом? / Иммигранта,Кого бы вы НЕ хотели видеть своим соседом? / Человека другой религии,Кого бы вы НЕ хотели видеть своим соседом? / Не против любого из перечисленных,"Согласны ли вы с утверждением: В целом, из мужчин получаются более хорошие политические лидеры, чем из женщин?","Согласны ли вы с утверждением: Гомосексуальные пары такие же хорошие родители, как и другие пары?",Согласны ли вы с утверждением: Религия играет важную роль в моей жизни.,Могли бы вы посетить несанкционированный политический митинг?,Доверяете ли вы Правительству?,Доверяете ли вы полиции?,"Согласны ли вы с утверждением: Среди политических лидеров женщины более компетентны, чем мужчины",Одобряете ли вы деятельность Владимира Путина?,"По вашему мнению, как часто в вашей стране фальсифицируют выборы?","По вашему мнению, какой должна быть иммиграционная политика?",Доверяете ли вы движениям за женские права?,"Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Для мужчины оправдано ударить свою жену","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Гомосексуализм - это норма","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Проституция может быть оправдана","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Аборт может быть оправдан","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Родители могут ударить своего ребёнка","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Секс до брака - это норма","""Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен)"""" / Религия НЕ играет важную роль в моей жизни","""Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен)"""" / Мужчины лучше справляются с ответственными должностями","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Самоубийство может быть оправдано","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Эвтаназия может быть оправдана","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Случайные половые связи могут быть оправданы","За какую партию вы бы проголосовали, если бы выборы были бы завтра?",failed_sexism_check,failed_religion_check,invalid_age,invalid_sex,failed_control
1049691877,2022-01-10 12:41:55,2022-01-10 12:41:55,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,Иммигранта,,,Скорее согласен,Полностью не согласен,Затрудняюсь ответить,Никогда бы не посетил,Скорее доверяю,Полностью доверяю,Затрудняюсь ответить,Одобряю,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,1,4,1,10,2,10,5,8,1,7,2,Единая Россия,True,False,False,False,True
1049691116,2022-01-10 12:41:13,2022-01-10 12:41:13,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Полностью не согласен,Полностью не согласен,Скорее согласен,Никогда бы не посетил,Скорее не доверяю,Скорее доверяю,Затрудняюсь ответить,Одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1,1,2,8,1,9,1,2,1,10,1,Единая Россия,True,False,False,False,True
1049690921,2022-01-10 12:41:02,2022-01-10 12:41:02,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее согласен,Скорее согласен,Скорее не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее согласен,Одобряю,Не очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1,1,5,8,1,9,10,2,3,9,6,Единая Россия,False,False,False,False,False
1049689830,2022-01-10 12:39:58,2022-01-10 12:39:58,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее согласен,"Ни согласен, ни несогласен",Абсолютно согласен,Никогда бы не посетил,Полностью доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Затрудняюсь ответить,Затрудняюсь ответить,Скорее не доверяю,1,5,5,3,1,10,1,6,1,2,8,Единая Россия,False,False,False,False,False
1049689053,2022-01-10 12:39:15,2022-01-10 12:39:15,Женский,30-49,посёлок городского типа,female_30_49,Наркозависимого,,Гомосексуала,Иммигранта,,,Полностью согласен,Полностью не согласен,Абсолютно согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Затрудняюсь ответить,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1,10,6,7,2,9,1,7,2,7,4,Партия пенсионеров,False,False,False,False,False
1049688907,2022-01-10 12:39:07,2022-01-10 12:39:07,Женский,30-49,малый город (до 50 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее согласен,Скорее не согласен,Скорее не согласен,Никогда бы не посетил,Полностью доверяю,Полностью доверяю,Скорее не согласен,Одобряю,Затрудняюсь ответить,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее не доверяю,1,5,1,10,1,10,9,9,8,9,3,Единая Россия,False,False,False,False,False
1049688199,2022-01-10 12:38:26,2022-01-10 12:38:26,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Полностью не согласен,Скорее не согласен,Скорее не согласен,Никогда бы не посетил,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1,2,1,10,6,6,6,2,1,8,2,КПРФ,True,False,False,False,True
1049688084,2022-01-10 12:38:20,2022-01-10 12:38:20,Женский,30-49,средний город (50-100 тыс. жителей),female_30_49,Наркозависимого,,,Иммигранта,,,Скорее согласен,"Ни согласен, ни несогласен",Скорее не согласен,Затрудняюсь ответить,Затрудняюсь ответить,Скорее не доверяю,Скорее не согласен,Затрудняюсь ответить,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,3,6,7,7,4,8,7,8,6,7,4,Партия Роста,False,False,False,False,False
1049688059,2022-01-10 12:38:18,2022-01-10 12:38:18,Женский,30-49,средний город (50-100 тыс. жителей),female_30_49,Наркозависимого,,,,,,Полностью не согласен,Полностью не согласен,Скорее согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1,1,1,6,1,10,6,6,1,10,10,КПРФ,False,False,False,False,False
1049687646,2022-01-10 12:37:56,2022-01-10 12:37:56,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Полностью не согласен,Полностью согласен,Абсолютно не согласен,Мог бы посетить,Скорее не доверяю,Скорее не доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Скорее часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Затрудняюсь ответить,1,8,5,9,1,10,10,1,6,6,6,Гражданская платформа,True,False,False,False,True
1049687570,2022-01-10 12:37:52,2022-01-10 12:37:52,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,,,,,,Не против любого из перечисленных,Полностью не согласен,Полностью согласен,Абсолютно не согласен,Затрудняюсь ответить,Скорее не доверяю,Скорее не доверяю,Абсолютно не согласен,Не одобряю,Скорее часто,Затрудняюсь ответить,Абсолютно доверяю,1,7,3,10,1,10,10,1,1,1,9,Зелёные,True,False,False,False,True
1049687509,2022-01-10 12:37:48,2022-01-10 12:37:48,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,Иммигранта,,,Полностью не согласен,Полностью не согласен,Абсолютно не согласен,Никогда бы не посетил,Полностью не доверяю,Полностью не доверяю,Абсолютно не согласен,Затрудняюсь ответить,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно доверяю,1,9,10,10,1,10,10,1,10,10,7,Единая Россия,True,False,False,False,True
1049687494,2022-01-10 12:37:47,2022-01-10 12:37:47,Женский,30-49,малый город (до 50 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее согласен,Скорее не согласен,Абсолютно не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Скорее часто,Запретить приезжать сюда из других стран,Абсолютно не доверяю,1,1,1,5,2,10,10,7,7,9,6,Единая Россия,True,False,False,False,True
1049687410,2022-01-10 12:37:43,2022-01-10 12:37:43,Женский,30-49,посёлок городского типа,female_30_49,Наркозависимого,,,,,,Скорее не согласен,"Ни согласен, ни несогласен",Скорее согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Не очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1,1,5,4,3,8,4,3,1,2,6,Единая Россия,False,False,False,False,False
1049687148,2022-01-10 12:37:29,2022-01-10 12:37:29,Женский,30-49,малый город (до 50 тыс. жителей),female_30_49,,,,Иммигранта,,,Скорее не согласен,Скорее согласен,Абсолютно не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Скорее часто,Запретить приезжать сюда из других стран,Скорее доверяю,1,8,6,6,1,10,7,7,1,2,3,ЛДПР,False,False,False,False,False
1049686780,2022-01-10 12:37:08,2022-01-10 12:37:08,Женский,30-49,средний город (50-100 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее согласен,Скорее не согласен,Абсолютно не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Затрудняюсь ответить,Затрудняюсь ответить,Скорее доверяю,1,1,1,5,1,5,2,8,1,5,4,Партия пенсионеров,False,True,False,False,True
1049686762,2022-01-10 12:37:07,2022-01-10 12:37:07,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее согласен,"Ни согласен, ни несогласен",Скорее согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Затрудняюсь ответить,Одобряю,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,1,4,4,7,1,6,5,7,2,5,6,Единая Россия,True,False,False,False,True
1049686756,2022-01-10 12:37:07,2022-01-10 12:37:07,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее не согласен,Скорее согласен,Скорее не согласен,Затрудняюсь ответить,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Не одобряю,Скорее часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее доверяю,1,6,4,8,3,9,5,3,5,6,6,Гражданская сила,False,False,False,False,False
1049685944,2022-01-10 12:36:21,2022-01-10 12:36:21,Женский,более 50,сельский населённый пункт,female_30_49,Наркозависимого,,,,,,Скорее согласен,Скорее не согласен,Скорее не согласен,Мог бы посетить,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Затрудняюсь ответить,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1,1,3,10,1,4,8,8,7,8,1,Партия пенсионеров,False,False,True,False,False
1049685019,2022-01-10 12:35:31,2022-01-10 12:35:31,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Полностью не согласен,Скорее согласен,Абсолютно не согласен,Уже посещал,Полностью не доверяю,Полностью не доверяю,Скорее согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно доверяю,1,8,8,10,1,10,10,1,7,9,10,ПАРНАС,False,False,False,False,False
1049684912,2022-01-10 12:35:25,2022-01-10 12:35:25,Женский,30-49,малый город (до 50 тыс. жителей),female_30_49,Наркозависимого,,,,,,Полностью согласен,Скорее не согласен,Абсолютно не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно доверяю,1,1,10,10,5,10,10,10,1,10,1,Справедливая Россия - За Правду,False,False,False,False,False
1049684782,2022-01-10 12:35:18,2022-01-10 12:35:18,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее согласен,Скорее согласен,Скорее согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Затрудняюсь ответить,Одобряю,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,1,5,2,8,2,9,5,3,1,3,3,Единая Россия,True,False,False,False,True
1049684310,2022-01-10 12:34:51,2022-01-10 12:34:51,Женский,30-49,средний город (50-100 тыс. жителей),female_30_49,Наркозависимого,,,,,,Затрудняюсь ответить,Скорее не согласен,Скорее не согласен,Никогда бы не посетил,Скорее не доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,1,1,1,3,1,9,2,2,6,7,4,ЛДПР,False,True,False,False,True
1049683945,2022-01-10 12:34:29,2022-01-10 12:34:29,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,Иммигранта,,,Полностью не согласен,Полностью не согласен,Абсолютно не согласен,Никогда бы не посетил,Полностью не доверяю,Полностью не доверяю,Абсолютно не согласен,Затрудняюсь ответить,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно доверяю,1,8,10,10,1,10,10,1,10,10,6,Единая Россия,True,False,False,False,True
1049683871,2022-01-10 12:34:24,2022-01-10 12:34:24,Женский,30-49,средний город (50-100 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее согласен,"Ни согласен, ни несогласен",Затрудняюсь ответить,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,1,3,3,9,3,9,5,5,5,5,5,Справедливая Россия - За Правду,False,False,False,False,False
1049683701,2022-01-10 12:34:14,2022-01-10 12:34:14,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,Гомосексуала,,,,Скорее согласен,Полностью не согласен,Скорее согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Совсем не часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,2,1,2,1,2,3,6,6,1,2,1,Справедливая Россия - За Правду,False,False,False,False,False
1049683186,2022-01-10 12:33:43,2022-01-10 12:33:43,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Затрудняюсь ответить,Полностью не согласен,Затрудняюсь ответить,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1,1,1,8,2,8,6,5,3,7,6,Единая Россия,False,False,False,False,False
1049682903,2022-01-10 12:33:27,2022-01-10 12:33:27,Женский,30-49,сельский населённый пункт,female_30_49,Наркозависимого,,,,,,Скорее согласен,Скорее согласен,Скорее не согласен,Мог бы посетить,Скорее не доверяю,Скорее доверяю,Скорее согласен,Затрудняюсь ответить,Скорее часто,Затрудняюсь ответить,Скорее доверяю,1,5,2,8,1,10,9,2,8,8,7,Партия Роста,False,False,False,False,False
1049682307,2022-01-10 12:32:53,2022-01-10 12:32:53,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Полностью не согласен,Полностью не согласен,Скорее не согласен,Никогда бы не посетил,Полностью не доверяю,Полностью не доверяю,Скорее согласен,Не одобряю,Скорее часто,Затрудняюсь ответить,Затрудняюсь ответить,1,1,1,4,1,8,8,1,1,5,3,ЛДПР,False,False,False,False,False
1049680907,2022-01-10 12:31:32,2022-01-10 12:31:32,Женский,30-49,сельский населённый пункт,female_30_49,Наркозависимого,,Гомосексуала,Иммигранта,Человека другой религии,,Скорее согласен,Полностью не согласен,Скорее не согласен,Мог бы посетить,Полностью не доверяю,Полностью не доверяю,Скорее не согласен,Не одобряю,Очень часто,Запретить приезжать сюда из других стран,Скорее не доверяю,1,1,1,10,5,1,1,4,1,1,5,Справедливая Россия - За Правду,False,True,False,False,True
1049680089,2022-01-10 12:30:45,2022-01-10 12:30:45,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,Человека другой расы,,Иммигранта,,,Скорее согласен,Полностью не согласен,Скорее согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Абсолютно не согласен,Одобряю,Совсем не часто,Запретить приезжать сюда из других стран,Абсолютно доверяю,1,1,1,10,2,10,1,1,10,10,1,КПРФ,False,False,False,False,False
1049679811,2022-01-10 12:30:29,2022-01-10 12:30:29,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее не согласен,Полностью согласен,Скорее согласен,Затрудняюсь ответить,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Затрудняюсь ответить,Скорее часто,Затрудняюсь ответить,Скорее доверяю,1,8,5,8,2,9,3,1,7,7,7,Единая Россия,False,False,False,False,False
1049679569,2022-01-10 12:30:15,2022-01-10 12:30:15,Женский,30-49,средний город (50-100 тыс. жителей),female_30_49,Наркозависимого,,,,,,Затрудняюсь ответить,Полностью согласен,Абсолютно не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Затрудняюсь ответить,Не одобряю,Очень часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Абсолютно доверяю,1,10,8,10,6,10,10,5,7,10,10,Яблоко,False,False,False,False,False
1049679269,2022-01-10 12:29:56,2022-01-10 12:29:56,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Полностью согласен,"Ни согласен, ни несогласен",Затрудняюсь ответить,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Абсолютно не согласен,Одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,2,1,5,8,2,10,5,10,3,5,5,КПРФ,False,False,False,False,False
1049679143,2022-01-10 12:29:48,2022-01-10 12:29:48,Женский,30-49,средний город (50-100 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее не согласен,Полностью согласен,Скорее не согласен,Затрудняюсь ответить,Скорее не доверяю,Скорее не доверяю,Скорее согласен,Затрудняюсь ответить,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1,10,1,10,1,10,9,9,1,10,10,КПРФ,False,False,False,False,False
1049678930,2022-01-10 12:29:36,2022-01-10 12:29:36,Женский,30-49,сельский населённый пункт,female_30_49,Наркозависимого,,,,,,Скорее согласен,Скорее не согласен,Скорее не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее согласен,Одобряю,Не очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1,6,5,10,3,10,10,1,1,10,5,Справедливая Россия - За Правду,False,False,False,False,False
1049678893,2022-01-10 12:29:34,2022-01-10 12:29:34,Женский,30-49,средний город (50-100 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее не согласен,Полностью согласен,Абсолютно не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее согласен,Одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1,10,1,10,5,10,10,3,5,10,2,Единая Россия,False,False,False,False,False
1049678796,2022-01-10 12:29:28,2022-01-10 12:29:28,Женский,30-49,посёлок городского типа,female_30_49,Наркозависимого,,,,,,Скорее не согласен,Скорее согласен,Абсолютно не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно доверяю,1,8,7,8,1,10,10,1,2,8,8,ЛДПР,True,False,False,False,True
1049841016,2022-01-10 14:56:47,2022-01-10 14:56:47,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее не согласен,Полностью не согласен,Затрудняюсь ответить,Никогда бы не посетил,Затрудняюсь ответить,Скорее доверяю,Затрудняюсь ответить,Одобряю,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,1,1,1,5,5,4,5,5,1,1,3,Единая Россия,True,False,False,False,True
1049840899,2022-01-10 14:56:41,2022-01-10 14:56:41,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее не согласен,"Ни согласен, ни несогласен",Скорее не согласен,Мог бы посетить,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Затрудняюсь ответить,Скорее часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее доверяю,1,5,3,8,2,9,5,3,3,9,6,Зелёные,False,False,False,False,False
1049840023,2022-01-10 14:55:57,2022-01-10 14:55:57,Женский,30-49,средний город (50-100 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее не согласен,Скорее не согласен,Скорее согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее согласен,Одобряю,Затрудняюсь ответить,Затрудняюсь ответить,Скорее доверяю,10,3,5,5,3,8,5,5,3,5,6,Патриоты России,False,False,False,False,False
1049678619,2022-01-10 12:29:17,2022-01-10 12:29:17,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее согласен,Полностью не согласен,Скорее согласен,Затрудняюсь ответить,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Затрудняюсь ответить,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1,1,2,4,4,4,4,4,7,7,4,КПРФ,False,False,False,False,False
1049678520,2022-01-10 12:29:11,2022-01-10 12:29:11,Женский,30-49,малый город (до 50 тыс. жителей),female_30_49,Наркозависимого,,,,,,Затрудняюсь ответить,Скорее согласен,Скорее согласен,Никогда бы не посетил,Полностью не доверяю,Скорее не доверяю,Затрудняюсь ответить,Не одобряю,Очень часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее доверяю,1,9,2,9,4,8,6,5,8,9,5,Коммунистическая партия Коммунисты России,False,False,False,False,False
1049678130,2022-01-10 12:28:49,2022-01-10 12:28:49,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,Иммигранта,,,Скорее согласен,Затрудняюсь ответить,Скорее не согласен,Никогда бы не посетил,Полностью не доверяю,Скорее не доверяю,Скорее согласен,Затрудняюсь ответить,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,1,3,1,8,1,6,9,2,6,8,6,КПРФ,False,False,False,False,False
1049678061,2022-01-10 12:28:45,2022-01-10 12:28:45,Женский,30-49,сельский населённый пункт,female_30_49,Наркозависимого,,,,,,Полностью согласен,Скорее согласен,Абсолютно согласен,Мог бы посетить,Скорее не доверяю,Скорее не доверяю,Скорее согласен,Не одобряю,Скорее часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее доверяю,1,8,8,8,1,8,2,6,1,8,8,Зелёные,False,False,False,False,False
1049677998,2022-01-10 12:28:42,2022-01-10 12:28:42,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,Иммигранта,,,Полностью согласен,Полностью согласен,Абсолютно не согласен,Мог бы посетить,Полностью не доверяю,Полностью не доверяю,Скорее не согласен,Не одобряю,Очень часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее не доверяю,1,9,9,10,10,10,10,10,7,7,10,ПАРНАС,False,False,False,False,False
1049677892,2022-01-10 12:28:35,2022-01-10 12:28:35,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,Человека другой расы,Гомосексуала,Иммигранта,Человека другой религии,,Скорее не согласен,Полностью не согласен,Абсолютно не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее согласен,Одобряю,Затрудняюсь ответить,Затрудняюсь ответить,Абсолютно доверяю,1,1,1,10,1,10,10,5,10,10,5,Справедливая Россия - За Правду,False,False,False,False,False
1049677299,2022-01-10 12:28:02,2022-01-10 12:28:02,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее согласен,Полностью не согласен,Затрудняюсь ответить,Мог бы посетить,Скорее не доверяю,Полностью не доверяю,Скорее не согласен,Затрудняюсь ответить,Затрудняюсь ответить,Мы должны пускать всех желающих,Затрудняюсь ответить,1,1,5,10,7,10,6,9,6,7,3,Зелёные,False,False,False,False,False
1049677296,2022-01-10 12:28:01,2022-01-10 12:28:01,Женский,30-49,средний город (50-100 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее согласен,Скорее не согласен,Абсолютно не согласен,Затрудняюсь ответить,Полностью не доверяю,Полностью не доверяю,Скорее согласен,Затрудняюсь ответить,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1,3,10,10,2,10,10,5,10,10,10,Партия Роста,False,False,False,False,False
1049675537,2022-01-10 12:26:14,2022-01-10 12:26:14,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Полностью не согласен,"Ни согласен, ни несогласен",Скорее согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Совсем не часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее доверяю,1,5,5,5,1,5,3,1,5,1,5,Зелёные,False,False,False,False,False
1049675487,2022-01-10 12:26:11,2022-01-10 12:26:11,Женский,30-49,посёлок городского типа,female_30_49,Наркозависимого,,,Иммигранта,,,Скорее согласен,Скорее не согласен,Скорее согласен,Затрудняюсь ответить,Скорее не доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1,5,2,6,1,10,6,6,3,3,3,Справедливая Россия - За Правду,False,False,False,False,False
1049675484,2022-01-10 12:26:11,2022-01-10 12:26:11,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,Гомосексуала,Иммигранта,,,Скорее не согласен,Скорее не согласен,Абсолютно не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее согласен,Одобряю,Не очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1,1,1,4,1,10,6,1,1,5,6,Единая Россия,False,False,False,False,False
1049674483,2022-01-10 12:25:11,2022-01-10 12:25:11,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Полностью не согласен,Затрудняюсь ответить,Скорее не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Абсолютно не согласен,Одобряю,Совсем не часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее не доверяю,1,2,2,9,4,10,8,5,1,1,3,Единая Россия,True,False,False,False,True
