ID,Время создания,Время изменения,Ваш пол,Сколько вам лет?,"Укажите тип населённого пункта, в котором вы проживаете.",Источник ответов,Кого бы вы НЕ хотели видеть своим соседом? / Наркозависимого,Кого бы вы НЕ хотели видеть своим соседом? / Человека другой расы,Кого бы вы НЕ хотели видеть своим соседом? / Гомосексуала,Кого бы вы НЕ хотели видеть своим соседом? / Иммигранта,Кого бы вы НЕ хотели видеть своим соседом? / Человека другой религии,Кого бы вы НЕ хотели видеть своим соседом? / Не против любого из перечисленных,"Согласны ли вы с утверждением: В целом, из мужчин получаются более хорошие политические лидеры, чем из женщин?","Согласны ли вы с утверждением: Гомосексуальные пары такие же хорошие родители, как и другие пары?",Согласны ли вы с утверждением: Религия играет важную роль в моей жизни.,Могли бы вы посетить несанкционированный политический митинг?,Доверяете ли вы Правительству?,Доверяете ли вы полиции?,"Согласны ли вы с утверждением: Среди политических лидеров женщины более компетентны, чем мужчины",Одобряете ли вы деятельность Владимира Путина?,"По вашему мнению, как часто в вашей стране фальсифицируют выборы?","По вашему мнению, какой должна быть иммиграционная политика?",Доверяете ли вы движениям за женские права?,"Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Для мужчины оправдано ударить свою жену","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Гомосексуализм - это норма","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Проституция может быть оправдана","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Аборт может быть оправдан","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Родители могут ударить своего ребёнка","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Секс до брака - это норма","""Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен)"""" / Религия НЕ играет важную роль в моей жизни","""Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен)"""" / Мужчины лучше справляются с ответственными должностями","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Самоубийство может быть оправдано","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Эвтаназия может быть оправдана","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Случайные половые связи могут быть оправданы","За какую партию вы бы проголосовали, если бы выборы были бы завтра?"
1044820536,2022-01-05 15:22:50,2022-01-05 15:22:50,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,Гомосексуала,,,,Затрудняюсь ответить,Полностью не согласен,Скорее согласен,Никогда бы не посетил,Скорее не доверяю,Полностью не доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,3.0,1.0,1.0,5.0,7.0,7.0,1.0,5.0,2.0,2.0,3.0,КПРФ
1044819130,2022-01-05 15:21:21,2022-01-05 15:21:21,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,,,,,Полностью согласен,Полностью не согласен,Скорее не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее доверяю,Скорее не согласен,Затрудняюсь ответить,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,1.0,1.0,5.0,1.0,1.0,10.0,10.0,9.0,9.0,9.0,3.0,ЛДПР
1044818926,2022-01-05 15:21:08,2022-01-05 15:21:08,Мужской,30-49,средний город (50-100 тыс. жителей),male_30_49,Наркозависимого,,Гомосексуала,Иммигранта,,,Полностью согласен,Полностью не согласен,Скорее согласен,Никогда бы не посетил,Полностью не доверяю,Полностью не доверяю,Абсолютно не согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,1.0,1.0,2.0,6.0,2.0,6.0,6.0,9.0,2.0,8.0,7.0,КПРФ
1044818793,2022-01-05 15:21:01,2022-01-05 15:21:01,Мужской,30-49,посёлок городского типа,male_30_49,Наркозависимого,Человека другой расы,Гомосексуала,,,,Скорее не согласен,Полностью не согласен,Скорее согласен,Никогда бы не посетил,Скорее не доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Затрудняюсь ответить,Запретить приезжать сюда из других стран,Скорее доверяю,1.0,1.0,1.0,1.0,1.0,1.0,8.0,6.0,1.0,2.0,1.0,Зелёные
1044818745,2022-01-05 15:20:58,2022-01-05 15:20:58,Мужской,30-49,сельский населённый пункт,male_30_49,Наркозависимого,Человека другой расы,Гомосексуала,,,,Скорее согласен,"Ни согласен, ни несогласен",Скорее не согласен,Никогда бы не посетил,Затрудняюсь ответить,Затрудняюсь ответить,Скорее согласен,Затрудняюсь ответить,Затрудняюсь ответить,Запретить приезжать сюда из других стран,Скорее не доверяю,3.0,1.0,5.0,4.0,3.0,9.0,7.0,5.0,5.0,5.0,4.0,Партия пенсионеров
1044817585,2022-01-05 15:19:45,2022-01-05 15:19:45,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,,,,,Скорее согласен,Полностью не согласен,Абсолютно не согласен,Затрудняюсь ответить,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,1.0,6.0,10.0,4.0,6.0,10.0,5.0,7.0,10.0,4.0,ЛДПР
1044817272,2022-01-05 15:19:25,2022-01-05 15:19:25,Мужской,30-49,сельский населённый пункт,male_30_49,,,Гомосексуала,,,,Скорее согласен,Полностью не согласен,Абсолютно согласен,Никогда бы не посетил,Полностью доверяю,Полностью доверяю,Затрудняюсь ответить,Одобряю,Затрудняюсь ответить,"Пускать всех желающих до тех пор, пока есть рабочие места",Затрудняюсь ответить,1.0,1.0,1.0,1.0,1.0,6.0,10.0,10.0,1.0,1.0,10.0,Единая Россия
1044816887,2022-01-05 15:19:01,2022-01-05 15:19:01,Мужской,30-49,сельский населённый пункт,male_30_49,Наркозависимого,,,,,,Затрудняюсь ответить,Полностью не согласен,Абсолютно не согласен,Затрудняюсь ответить,Полностью не доверяю,Скорее доверяю,Скорее не согласен,Не одобряю,Скорее часто,Затрудняюсь ответить,Скорее не доверяю,3.0,1.0,3.0,4.0,5.0,6.0,10.0,4.0,3.0,10.0,7.0,КПРФ
1044816207,2022-01-05 15:18:19,2022-01-05 15:18:19,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,,,,,Скорее согласен,Скорее не согласен,Скорее согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Не очень часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее не доверяю,1.0,1.0,10.0,5.0,7.0,8.0,3.0,8.0,1.0,1.0,8.0,Справедливая Россия - За Правду
1044815073,2022-01-05 15:17:10,2022-01-05 15:17:10,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,,,,,Скорее не согласен,Полностью согласен,Абсолютно не согласен,Мог бы посетить,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Не одобряю,Скорее часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее доверяю,1.0,10.0,9.0,9.0,1.0,9.0,1.0,5.0,1.0,3.0,7.0,Яблоко
1044814547,2022-01-05 15:16:38,2022-01-05 15:16:38,Мужской,30-49,средний город (50-100 тыс. жителей),male_30_49,Наркозависимого,,Гомосексуала,,,,Полностью согласен,Полностью не согласен,Абсолютно согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Абсолютно не согласен,Одобряю,Совсем не часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,4.0,1.0,5.0,5.0,10.0,5.0,2.0,10.0,1.0,4.0,5.0,Родина
1044814493,2022-01-05 15:16:34,2022-01-05 15:16:34,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,,,,,Скорее согласен,Полностью не согласен,Скорее не согласен,Мог бы посетить,Полностью не доверяю,Полностью не доверяю,Абсолютно не согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,2.0,1.0,5.0,9.0,5.0,6.0,9.0,9.0,5.0,6.0,5.0,КПРФ
1044814070,2022-01-05 15:16:09,2022-01-05 15:16:09,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,Гомосексуала,,,,Затрудняюсь ответить,Полностью не согласен,Абсолютно не согласен,Никогда бы не посетил,Затрудняюсь ответить,Затрудняюсь ответить,Абсолютно не согласен,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,5.0,1.0,10.0,10.0,5.0,10.0,10.0,1.0,10.0,10.0,10.0,КПРФ
1044813986,2022-01-05 15:16:04,2022-01-05 15:16:04,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,Гомосексуала,,,,Полностью согласен,Полностью не согласен,Скорее согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Партия пенсионеров
1044813684,2022-01-05 15:15:44,2022-01-05 15:15:44,Мужской,30-49,средний город (50-100 тыс. жителей),male_30_49,Наркозависимого,,,,,,Скорее согласен,"Ни согласен, ни несогласен",Скорее согласен,Никогда бы не посетил,Скорее не доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Скорее часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее не доверяю,2.0,2.0,5.0,1.0,3.0,9.0,5.0,8.0,1.0,1.0,3.0,КПРФ
1044813533,2022-01-05 15:15:33,2022-01-05 15:15:33,Мужской,30-49,средний город (50-100 тыс. жителей),male_30_49,Наркозависимого,,Гомосексуала,,,,Скорее согласен,Полностью не согласен,Абсолютно согласен,Мог бы посетить,Полностью не доверяю,Полностью не доверяю,Скорее не согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,1.0,1.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,1.0,1.0,КПРФ
1044812238,2022-01-05 15:14:05,2022-01-05 15:14:05,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,,,,,Полностью согласен,Полностью не согласен,Абсолютно не согласен,Мог бы посетить,Скорее не доверяю,Скорее доверяю,Абсолютно не согласен,Одобряю,Не очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,1.0,6.0,8.0,3.0,10.0,10.0,10.0,7.0,10.0,8.0,Единая Россия
1044812202,2022-01-05 15:14:02,2022-01-05 15:14:02,Мужской,30-49,средний город (50-100 тыс. жителей),male_30_49,Наркозависимого,,,Иммигранта,,,Скорее согласен,Скорее согласен,Абсолютно не согласен,Мог бы посетить,Полностью не доверяю,Полностью не доверяю,Скорее не согласен,Не одобряю,Очень часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее доверяю,2.0,2.0,4.0,6.0,2.0,8.0,10.0,6.0,6.0,4.0,8.0,Коммунистическая партия Коммунисты России
1044811906,2022-01-05 15:13:42,2022-01-05 15:13:43,Мужской,30-49,средний город (50-100 тыс. жителей),male_30_49,Наркозависимого,,Гомосексуала,,,,Скорее согласен,Скорее не согласен,Скорее согласен,Затрудняюсь ответить,Скорее доверяю,Скорее не доверяю,Скорее не согласен,Одобряю,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,1.0,1.0,3.0,4.0,1.0,5.0,7.0,10.0,1.0,5.0,1.0,Патриоты России
1044811815,2022-01-05 15:13:37,2022-01-05 15:13:37,Мужской,30-49,средний город (50-100 тыс. жителей),male_30_49,Наркозависимого,,,Иммигранта,,,Полностью согласен,Скорее согласен,Затрудняюсь ответить,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Абсолютно не согласен,Одобряю,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,3.0,5.0,2.0,3.0,1.0,1.0,8.0,10.0,2.0,7.0,1.0,Единая Россия
1044810791,2022-01-05 15:12:32,2022-01-05 15:12:32,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,,,,,Скорее не согласен,"Ни согласен, ни несогласен",Скорее не согласен,Затрудняюсь ответить,Полностью не доверяю,Полностью не доверяю,Скорее согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,1.0,6.0,10.0,10.0,8.0,8.0,9.0,6.0,10.0,6.0,6.0,Яблоко
1044810699,2022-01-05 15:12:26,2022-01-05 15:12:26,Мужской,30-49,средний город (50-100 тыс. жителей),male_30_49,Наркозависимого,,,,,,Скорее согласен,Полностью не согласен,Скорее согласен,Мог бы посетить,Полностью не доверяю,Скорее не доверяю,Абсолютно не согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,6.0,1.0,4.0,5.0,5.0,8.0,5.0,7.0,7.0,7.0,6.0,Партия пенсионеров
1044810193,2022-01-05 15:11:57,2022-01-05 15:11:57,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,,,,,Скорее согласен,Скорее не согласен,Абсолютно не согласен,Никогда бы не посетил,Полностью не доверяю,Полностью не доверяю,Скорее не согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,5.0,2.0,7.0,10.0,3.0,10.0,10.0,8.0,8.0,9.0,10.0,ЛДПР
1044809915,2022-01-05 15:11:40,2022-01-05 15:11:40,Мужской,30-49,средний город (50-100 тыс. жителей),male_30_49,Наркозависимого,,,,,,Скорее согласен,"Ни согласен, ни несогласен",Абсолютно не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,5.0,8.0,8.0,4.0,10.0,10.0,6.0,1.0,10.0,8.0,Единая Россия
1044809389,2022-01-05 15:11:06,2022-01-05 15:11:06,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,,,,,Скорее согласен,"Ни согласен, ни несогласен",Скорее согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Не очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,2.0,10.0,10.0,2.0,2.0,10.0,1.0,8.0,1.0,1.0,5.0,Единая Россия
1044808963,2022-01-05 15:10:37,2022-01-05 15:10:37,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,,,,,Скорее не согласен,Скорее не согласен,Скорее не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Совсем не часто,Мы должны пускать всех желающих,Скорее доверяю,1.0,5.0,2.0,8.0,4.0,8.0,5.0,6.0,1.0,6.0,4.0,Единая Россия
1044808959,2022-01-05 15:10:36,2022-01-05 15:10:36,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,,,,,Скорее согласен,Полностью не согласен,Скорее не согласен,Уже посещал,Скорее не доверяю,Скорее не доверяю,Затрудняюсь ответить,Одобряю,Совсем не часто,Мы должны пускать всех желающих,Скорее не доверяю,2.0,1.0,4.0,6.0,2.0,10.0,6.0,6.0,3.0,1.0,5.0,Единая Россия
1044808895,2022-01-05 15:10:32,2022-01-05 15:10:32,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,,,,,Полностью не согласен,Скорее согласен,Скорее согласен,Уже посещал,Полностью не доверяю,Полностью не доверяю,Абсолютно не согласен,Не одобряю,Очень часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее доверяю,1.0,10.0,10.0,10.0,3.0,10.0,7.0,1.0,2.0,10.0,10.0,КПРФ
1044808852,2022-01-05 15:10:28,2022-01-05 15:10:28,Мужской,30-49,средний город (50-100 тыс. жителей),male_30_49,Наркозависимого,,,,,,Затрудняюсь ответить,"Ни согласен, ни несогласен",Скорее не согласен,Мог бы посетить,Полностью не доверяю,Полностью не доверяю,Скорее не согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,3.0,6.0,7.0,10.0,7.0,9.0,3.0,5.0,8.0,9.0,8.0,ПАРНАС
1044808416,2022-01-05 15:10:00,2022-01-05 15:10:00,Мужской,30-49,посёлок городского типа,male_30_49,Наркозависимого,,,,,,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Справедливая Россия - За Правду
1044808312,2022-01-05 15:09:53,2022-01-05 15:09:53,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,,,,,Скорее согласен,Полностью не согласен,Абсолютно согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Не одобряю,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,5.0,1.0,1.0,1.0,10.0,4.0,1.0,5.0,1.0,1.0,1.0,Справедливая Россия - За Правду
1044808291,2022-01-05 15:09:52,2022-01-05 15:09:52,Мужской,30-49,сельский населённый пункт,male_30_49,Наркозависимого,,Гомосексуала,,,,Скорее согласен,Полностью не согласен,Скорее не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее согласен,Одобряю,Не очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,Единая Россия
1044808285,2022-01-05 15:09:52,2022-01-05 15:09:52,Мужской,30-49,средний город (50-100 тыс. жителей),male_30_49,Наркозависимого,,Гомосексуала,,,,Скорее согласен,"Ни согласен, ни несогласен",Скорее согласен,Никогда бы не посетил,Скорее доверяю,Полностью доверяю,Скорее не согласен,Одобряю,Совсем не часто,Запретить приезжать сюда из других стран,Скорее не доверяю,5.0,1.0,6.0,8.0,5.0,10.0,10.0,6.0,5.0,5.0,7.0,Единая Россия
1044808219,2022-01-05 15:09:47,2022-01-05 15:09:47,Мужской,30-49,средний город (50-100 тыс. жителей),male_30_49,Наркозависимого,,,,,,Полностью согласен,Скорее согласен,Абсолютно не согласен,Затрудняюсь ответить,Скорее доверяю,Скорее доверяю,Скорее не согласен,Затрудняюсь ответить,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,2.0,1.0,3.0,6.0,6.0,9.0,9.0,9.0,4.0,9.0,7.0,КПРФ
1046523879,2022-01-07 11:14:45,2022-01-07 11:14:45,Мужской,более 50,средний город (50-100 тыс. жителей),male_50,Наркозависимого,,Гомосексуала,,,,Полностью согласен,Полностью не согласен,Скорее согласен,Мог бы посетить,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,1.0,8.0,10.0,1.0,5.0,5.0,10.0,2.0,10.0,5.0,Родина
1046514097,2022-01-07 11:00:25,2022-01-07 11:00:25,Мужской,более 50,крупный город (свыше 500 тыс. жителей),male_50,Наркозависимого,,,,,,Скорее согласен,Затрудняюсь ответить,Абсолютно согласен,Никогда бы не посетил,Полностью доверяю,Полностью доверяю,Затрудняюсь ответить,Одобряю,Совсем не часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее доверяю,1.0,1.0,4.0,5.0,1.0,8.0,1.0,5.0,1.0,1.0,4.0,Единая Россия
1046506818,2022-01-07 10:49:40,2022-01-07 10:49:40,Мужской,более 50,крупный город (свыше 500 тыс. жителей),male_50,Наркозависимого,Человека другой расы,Гомосексуала,,,,Скорее согласен,Полностью не согласен,Скорее согласен,Мог бы посетить,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,1.0,1.0,7.0,9.0,8.0,9.0,8.0,3.0,1.0,9.0,9.0,КПРФ
1046490045,2022-01-07 10:25:05,2022-01-07 10:25:05,Мужской,более 50,средний город (50-100 тыс. жителей),male_50,Наркозависимого,,,,,,Скорее согласен,Полностью не согласен,Скорее не согласен,Мог бы посетить,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Не очень часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Абсолютно не доверяю,1.0,1.0,1.0,4.0,6.0,6.0,9.0,9.0,3.0,2.0,4.0,Единая Россия
1046487913,2022-01-07 10:21:50,2022-01-07 10:21:50,Женский,более 50,крупный город (свыше 500 тыс. жителей),male_50,Наркозависимого,,Гомосексуала,,,,Скорее согласен,Полностью не согласен,Скорее согласен,Мог бы посетить,Затрудняюсь ответить,Скорее доверяю,Скорее не согласен,Затрудняюсь ответить,Не очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,1.0,3.0,2.0,3.0,5.0,4.0,7.0,2.0,1.0,6.0,Партия Роста
1046474473,2022-01-07 10:00:50,2022-01-07 10:00:50,Мужской,более 50,средний город (50-100 тыс. жителей),male_50,Наркозависимого,,,,,,Скорее согласен,Полностью не согласен,Скорее не согласен,Мог бы посетить,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Совсем не часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее не доверяю,2.0,2.0,6.0,5.0,3.0,7.0,6.0,7.0,2.0,3.0,5.0,Справедливая Россия - За Правду
1046471491,2022-01-07 09:56:03,2022-01-07 09:56:03,Мужской,более 50,малый город (до 50 тыс. жителей),male_50,Наркозависимого,,,,,,Скорее не согласен,Затрудняюсь ответить,Абсолютно согласен,Мог бы посетить,Полностью не доверяю,Полностью не доверяю,Скорее согласен,Не одобряю,Очень часто,Затрудняюсь ответить,Абсолютно доверяю,1.0,1.0,1.0,4.0,4.0,4.0,1.0,10.0,1.0,1.0,6.0,Партия Роста
1046471339,2022-01-07 09:55:49,2022-01-07 09:55:49,Мужской,более 50,крупный город (свыше 500 тыс. жителей),male_50,Наркозависимого,,Гомосексуала,,,,Полностью согласен,Скорее не согласен,Абсолютно согласен,Затрудняюсь ответить,Скорее доверяю,Скорее не доверяю,Абсолютно не согласен,Одобряю,Не очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,2.0,1.0,2.0,2.0,7.0,3.0,2.0,9.0,2.0,1.0,2.0,Единая Россия
1046470943,2022-01-07 09:55:12,2022-01-07 09:55:12,Мужской,более 50,средний город (50-100 тыс. жителей),male_50,Наркозависимого,,Гомосексуала,,,,Скорее не согласен,Полностью не согласен,Скорее согласен,Затрудняюсь ответить,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,10.0,1.0,4.0,6.0,5.0,7.0,4.0,6.0,6.0,6.0,6.0,КПРФ
1046466359,2022-01-07 09:47:45,2022-01-07 09:47:45,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_50,Наркозависимого,,,,,,Скорее согласен,Полностью не согласен,Скорее не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,3.0,1.0,3.0,3.0,5.0,3.0,10.0,9.0,5.0,1.0,3.0,ЛДПР
1046465666,2022-01-07 09:46:35,2022-01-07 09:46:35,Мужской,более 50,крупный город (свыше 500 тыс. жителей),male_50,Наркозависимого,,,,,,Скорее согласен,Затрудняюсь ответить,Скорее согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,2.0,3.0,4.0,3.0,1.0,3.0,3.0,7.0,1.0,2.0,4.0,КПРФ
1046453533,2022-01-07 09:27:27,2022-01-07 09:27:27,Мужской,более 50,крупный город (свыше 500 тыс. жителей),male_50,Наркозависимого,,,,,Не против любого из перечисленных,Скорее не согласен,Скорее согласен,Абсолютно не согласен,Мог бы посетить,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Не очень часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее не доверяю,1.0,1.0,3.0,8.0,1.0,10.0,10.0,7.0,1.0,8.0,8.0,Гражданская платформа
1046444968,2022-01-07 09:12:50,2022-01-07 09:12:50,Мужской,более 50,малый город (до 50 тыс. жителей),male_50,Наркозависимого,,Гомосексуала,,,,Скорее согласен,Скорее не согласен,Скорее согласен,Мог бы посетить,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Не очень часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее не доверяю,3.0,1.0,1.0,6.0,4.0,5.0,5.0,6.0,1.0,5.0,5.0,ЛДПР
1046443152,2022-01-07 09:09:56,2022-01-07 09:09:56,Мужской,более 50,крупный город (свыше 500 тыс. жителей),male_50,Наркозависимого,,,,,,Скорее согласен,Полностью не согласен,Скорее не согласен,Затрудняюсь ответить,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Не одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,2.0,2.0,4.0,4.0,4.0,4.0,8.0,8.0,4.0,4.0,4.0,КПРФ
1046442899,2022-01-07 09:09:32,2022-01-07 09:09:32,Мужской,более 50,малый город (до 50 тыс. жителей),male_50,Наркозависимого,,Гомосексуала,Иммигранта,,,Скорее согласен,Скорее не согласен,Скорее согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Не очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,2.0,2.0,2.0,7.0,2.0,5.0,3.0,9.0,3.0,7.0,1.0,Единая Россия
1046433353,2022-01-07 08:52:48,2022-01-07 08:52:48,Мужской,более 50,малый город (до 50 тыс. жителей),male_50,Наркозависимого,,Гомосексуала,,,,Скорее согласен,Полностью не согласен,Абсолютно не согласен,Мог бы посетить,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Затрудняюсь ответить,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,1.0,1.0,5.0,2.0,10.0,10.0,5.0,1.0,5.0,5.0,Родина
