ID,Время создания,Время изменения,Ваш пол,Сколько вам лет?,"Укажите тип населённого пункта, в котором вы проживаете.",Источник ответов,Кого бы вы НЕ хотели видеть своим соседом? / Наркозависимого,Кого бы вы НЕ хотели видеть своим соседом? / Человека другой расы,Кого бы вы НЕ хотели видеть своим соседом? / Гомосексуала,Кого бы вы НЕ хотели видеть своим соседом? / Иммигранта,Кого бы вы НЕ хотели видеть своим соседом? / Человека другой религии,Кого бы вы НЕ хотели видеть своим соседом? / Не против любого из перечисленных,"Согласны ли вы с утверждением: В целом, из мужчин получаются более хорошие политические лидеры, чем из женщин?","Согласны ли вы с утверждением: Гомосексуальные пары такие же хорошие родители, как и другие пары?",Согласны ли вы с утверждением: Религия играет важную роль в моей жизни.,Могли бы вы посетить несанкционированный политический митинг?,Доверяете ли вы Правительству?,Доверяете ли вы полиции?,"Согласны ли вы с утверждением: Среди политических лидеров женщины более компетентны, чем мужчины",Одобряете ли вы деятельность Владимира Путина?,"По вашему мнению, как часто в вашей стране фальсифицируют выборы?","По вашему мнению, какой должна быть иммиграционная политика?",Доверяете ли вы движениям за женские права?,"Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Для мужчины оправдано ударить свою жену","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Гомосексуализм - это норма","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Проституция может быть оправдана","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Аборт может быть оправдан","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Родители могут ударить своего ребёнка","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Секс до брака - это норма","""Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен)"""" / Религия НЕ играет важную роль в моей жизни","""Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен)"""" / Мужчины лучше справляются с ответственными должностями","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Самоубийство может быть оправдано","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Эвтаназия может быть оправдана","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Случайные половые связи могут быть оправданы","За какую партию вы бы проголосовали, если бы выборы были бы завтра?"
1049788185,2022-01-10 14:11:50,2022-01-10 14:11:50,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,Гомосексуала,Иммигранта,Человека другой религии,,Полностью не согласен,Полностью не согласен,Абсолютно не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее доверяю,Скорее согласен,Затрудняюсь ответить,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно доверяю,1.0,3.0,1.0,10.0,1.0,10.0,10.0,1.0,5.0,10.0,10.0,Зелёные
1049787166,2022-01-10 14:10:55,2022-01-10 14:10:55,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее согласен,"Ни согласен, ни несогласен",Абсолютно не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Одобряю,Не очень часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее доверяю,1.0,5.0,2.0,8.0,2.0,10.0,10.0,3.0,4.0,4.0,1.0,Единая Россия
1049787088,2022-01-10 14:10:51,2022-01-10 14:10:51,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее не согласен,Скорее не согласен,Абсолютно не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Скорее согласен,Не одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно доверяю,1.0,1.0,1.0,10.0,3.0,10.0,1.0,5.0,1.0,1.0,6.0,Справедливая Россия - За Правду
1049787056,2022-01-10 14:10:49,2022-01-10 14:10:49,Женский,30-49,малый город (до 50 тыс. жителей),female_30_49,Наркозависимого,,,,,,Полностью не согласен,"Ни согласен, ни несогласен",Скорее не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Затрудняюсь ответить,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,1.0,5.0,7.0,1.0,7.0,7.0,1.0,4.0,5.0,6.0,Гражданская платформа
1049784518,2022-01-10 14:08:28,2022-01-10 14:08:28,Женский,30-49,средний город (50-100 тыс. жителей),female_30_49,Наркозависимого,,Гомосексуала,,,,Скорее согласен,Полностью не согласен,Скорее согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,1.0,5.0,10.0,1.0,7.0,3.0,8.0,8.0,10.0,5.0,ЛДПР
1049783039,2022-01-10 14:07:07,2022-01-10 14:07:07,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее не согласен,Затрудняюсь ответить,Скорее согласен,Никогда бы не посетил,Затрудняюсь ответить,Затрудняюсь ответить,Скорее не согласен,Одобряю,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,1.0,1.0,2.0,10.0,4.0,5.0,1.0,5.0,5.0,10.0,2.0,Единая Россия
1049782126,2022-01-10 14:06:19,2022-01-10 14:06:19,Женский,30-49,средний город (50-100 тыс. жителей),female_30_49,Наркозависимого,,,,,,Полностью не согласен,Скорее не согласен,Скорее согласен,Никогда бы не посетил,Полностью не доверяю,Скорее не доверяю,Скорее согласен,Затрудняюсь ответить,Очень часто,Мы должны пускать всех желающих,Скорее доверяю,1.0,1.0,6.0,9.0,5.0,9.0,3.0,1.0,3.0,3.0,7.0,КПРФ
1049780053,2022-01-10 14:04:26,2022-01-10 14:04:26,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Затрудняюсь ответить,Затрудняюсь ответить,Абсолютно не согласен,Никогда бы не посетил,Затрудняюсь ответить,Скорее доверяю,Затрудняюсь ответить,Одобряю,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,1.0,1.0,1.0,10.0,1.0,10.0,10.0,1.0,1.0,1.0,10.0,Единая Россия
1049777500,2022-01-10 14:01:59,2022-01-10 14:01:59,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Полностью согласен,Полностью не согласен,Скорее согласен,Никогда бы не посетил,Полностью не доверяю,Скорее не доверяю,Абсолютно не согласен,Не одобряю,Очень часто,Запретить приезжать сюда из других стран,Скорее не доверяю,1.0,8.0,8.0,3.0,5.0,3.0,5.0,10.0,4.0,1.0,2.0,КПРФ
1049776767,2022-01-10 14:01:18,2022-01-10 14:01:18,Женский,30-49,малый город (до 50 тыс. жителей),female_30_49,Наркозависимого,Человека другой расы,,,,,Скорее не согласен,Полностью согласен,Скорее не согласен,Никогда бы не посетил,Скорее доверяю,Скорее не доверяю,Скорее не согласен,Затрудняюсь ответить,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно доверяю,1.0,3.0,3.0,8.0,2.0,10.0,10.0,1.0,8.0,8.0,8.0,Зелёные
1049775388,2022-01-10 14:00:02,2022-01-10 14:00:02,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,Гомосексуала,Иммигранта,Человека другой религии,,Скорее согласен,Полностью согласен,Скорее согласен,Затрудняюсь ответить,Скорее не доверяю,Скорее доверяю,Скорее не согласен,Затрудняюсь ответить,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,1.0,1.0,3.0,1.0,3.0,3.0,8.0,5.0,5.0,1.0,ЛДПР
1049775035,2022-01-10 13:59:42,2022-01-10 13:59:42,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,Иммигранта,,,Скорее не согласен,"Ни согласен, ни несогласен",Абсолютно не согласен,Мог бы посетить,Полностью не доверяю,Скорее не доверяю,Скорее согласен,Не одобряю,Очень часто,Запретить приезжать сюда из других стран,Скорее не доверяю,1.0,5.0,4.0,9.0,6.0,10.0,10.0,1.0,10.0,10.0,10.0,КПРФ
1049773551,2022-01-10 13:58:23,2022-01-10 13:58:23,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,Гомосексуала,,,,Скорее не согласен,Полностью не согласен,Скорее согласен,Уже посещал,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Не очень часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Затрудняюсь ответить,1.0,1.0,4.0,10.0,1.0,8.0,1.0,1.0,1.0,5.0,3.0,Партия пенсионеров
1049769165,2022-01-10 13:54:33,2022-01-10 13:54:33,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Полностью не согласен,Затрудняюсь ответить,Абсолютно не согласен,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,1.0,6.0,1.0,5.0,1.0,5.0,10.0,5.0,1.0,5.0,1.0,Партия пенсионеров
1049767371,2022-01-10 13:52:56,2022-01-10 13:52:56,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Затрудняюсь ответить,Затрудняюсь ответить,Скорее согласен,Мог бы посетить,Затрудняюсь ответить,Скорее доверяю,Затрудняюсь ответить,Не одобряю,Скорее часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Затрудняюсь ответить,1.0,3.0,3.0,3.0,1.0,5.0,5.0,3.0,3.0,5.0,1.0,Патриоты России
1049766404,2022-01-10 13:52:03,2022-01-10 13:52:03,Женский,30-49,средний город (50-100 тыс. жителей),female_30_49,Наркозависимого,,Гомосексуала,,,,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Никогда бы не посетил,Полностью не доверяю,Затрудняюсь ответить,Скорее не согласен,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,1.0,3.0,5.0,1.0,1.0,10.0,8.0,5.0,2.0,1.0,2.0,КПРФ
1049765343,2022-01-10 13:51:03,2022-01-10 13:51:03,Женский,30-49,средний город (50-100 тыс. жителей),female_30_49,Наркозависимого,,,,,,Полностью согласен,"Ни согласен, ни несогласен",Скорее не согласен,Никогда бы не посетил,Затрудняюсь ответить,Скорее не доверяю,Абсолютно не согласен,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Абсолютно не доверяю,1.0,1.0,1.0,5.0,1.0,10.0,10.0,10.0,5.0,4.0,7.0,Зелёные
1049765094,2022-01-10 13:50:50,2022-01-10 13:50:50,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,Гомосексуала,,,,Скорее согласен,Скорее не согласен,Скорее не согласен,Затрудняюсь ответить,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Не одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,4.0,2.0,6.0,5.0,4.0,8.0,3.0,6.0,3.0,5.0,7.0,КПРФ
1049764713,2022-01-10 13:50:32,2022-01-10 13:50:32,Женский,30-49,средний город (50-100 тыс. жителей),female_30_49,Наркозависимого,,,Иммигранта,,,Затрудняюсь ответить,Полностью согласен,Абсолютно не согласен,Мог бы посетить,Полностью не доверяю,Скорее не доверяю,Затрудняюсь ответить,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,4.0,4.0,10.0,6.0,10.0,10.0,5.0,1.0,10.0,6.0,Справедливая Россия - За Правду
1049764529,2022-01-10 13:50:22,2022-01-10 13:50:22,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее не согласен,"Ни согласен, ни несогласен",Абсолютно не согласен,Затрудняюсь ответить,Полностью не доверяю,Скорее не доверяю,Затрудняюсь ответить,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,1.0,2.0,9.0,4.0,4.0,10.0,4.0,4.0,5.0,3.0,КПРФ
1049764293,2022-01-10 13:50:10,2022-01-10 13:50:10,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Полностью согласен,Скорее не согласен,Абсолютно согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Абсолютно не согласен,Одобряю,Совсем не часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,3.0,9.0,1.0,1.0,1.0,1.0,10.0,4.0,1.0,1.0,Единая Россия
1049759740,2022-01-10 13:45:59,2022-01-10 13:45:59,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,Гомосексуала,,,,Скорее не согласен,Полностью не согласен,Абсолютно не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее доверяю,Скорее согласен,Затрудняюсь ответить,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,1.0,1.0,10.0,7.0,10.0,10.0,6.0,3.0,9.0,8.0,Зелёные
1049759734,2022-01-10 13:45:58,2022-01-10 13:45:58,Женский,30-49,средний город (50-100 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее не согласен,Скорее не согласен,Скорее не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,3.0,5.0,9.0,2.0,6.0,8.0,3.0,3.0,5.0,3.0,Единая Россия
1049758659,2022-01-10 13:44:59,2022-01-10 13:44:59,Женский,30-49,средний город (50-100 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее согласен,Скорее согласен,Абсолютно согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Не очень часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее доверяю,1.0,7.0,3.0,7.0,4.0,10.0,1.0,8.0,3.0,6.0,6.0,Единая Россия
1049758242,2022-01-10 13:44:36,2022-01-10 13:44:36,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее согласен,Скорее не согласен,Скорее согласен,Никогда бы не посетил,Полностью доверяю,Полностью доверяю,Скорее не согласен,Одобряю,Совсем не часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Абсолютно не доверяю,1.0,1.0,1.0,7.0,1.0,1.0,4.0,5.0,1.0,5.0,1.0,Единая Россия
1049757759,2022-01-10 13:44:13,2022-01-10 13:44:13,Женский,30-49,сельский населённый пункт,female_30_49,Наркозависимого,,,,,,Скорее согласен,Полностью не согласен,Скорее не согласен,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Скорее не доверяю,1.0,1.0,1.0,10.0,1.0,9.0,10.0,5.0,1.0,5.0,1.0,Зелёные
1049756089,2022-01-10 13:42:47,2022-01-10 13:42:47,Женский,30-49,средний город (50-100 тыс. жителей),female_30_49,Наркозависимого,,,,,,Полностью не согласен,Полностью согласен,Абсолютно не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Не очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,10.0,10.0,10.0,1.0,10.0,10.0,1.0,10.0,10.0,10.0,ЛДПР
1049752909,2022-01-10 13:40:02,2022-01-10 13:40:02,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее согласен,Полностью не согласен,Абсолютно согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Затрудняюсь ответить,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,1.0,1.0,3.0,5.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,Единая Россия
1049751271,2022-01-10 13:38:36,2022-01-10 13:38:36,Женский,30-49,средний город (50-100 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее согласен,Полностью не согласен,Скорее не согласен,Никогда бы не посетил,Скорее доверяю,Полностью доверяю,Скорее не согласен,Одобряю,Не очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,1.0,3.0,5.0,1.0,7.0,5.0,5.0,5.0,5.0,5.0,Партия пенсионеров
1049750612,2022-01-10 13:38:00,2022-01-10 13:38:00,Женский,30-49,малый город (до 50 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее не согласен,"Ни согласен, ни несогласен",Абсолютно не согласен,Затрудняюсь ответить,Скорее не доверяю,Скорее не доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,6.0,3.0,8.0,2.0,1.0,10.0,5.0,2.0,10.0,6.0,Зелёные
1049749090,2022-01-10 13:36:35,2022-01-10 13:36:35,Женский,30-49,сельский населённый пункт,female_30_49,Наркозависимого,,,,,,Скорее не согласен,Затрудняюсь ответить,Скорее согласен,Никогда бы не посетил,Скорее доверяю,Скорее не доверяю,Затрудняюсь ответить,Одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,1.0,2.0,1.0,5.0,1.0,9.0,2.0,1.0,7.0,9.0,2.0,Единая Россия
1049748175,2022-01-10 13:35:47,2022-01-10 13:35:47,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее согласен,Полностью не согласен,Скорее не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Затрудняюсь ответить,Скорее часто,Затрудняюсь ответить,Скорее доверяю,1.0,2.0,4.0,3.0,1.0,10.0,8.0,7.0,1.0,5.0,4.0,Единая Россия
1049745245,2022-01-10 13:33:08,2022-01-10 13:33:08,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,Иммигранта,,,Скорее не согласен,Скорее не согласен,Скорее согласен,Никогда бы не посетил,Затрудняюсь ответить,Скорее доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Не очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,4.0,2.0,5.0,2.0,7.0,4.0,3.0,1.0,3.0,6.0,ЛДПР
1049745232,2022-01-10 13:33:08,2022-01-10 13:33:08,Женский,30-49,средний город (50-100 тыс. жителей),female_30_49,,,Гомосексуала,,,,Полностью не согласен,"Ни согласен, ни несогласен",Скорее согласен,Затрудняюсь ответить,Скорее не доверяю,Полностью не доверяю,Скорее согласен,Затрудняюсь ответить,Скорее часто,Запретить приезжать сюда из других стран,Затрудняюсь ответить,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,5.0,1.0,Справедливая Россия - За Правду
1049743737,2022-01-10 13:31:52,2022-01-10 13:31:52,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,Гомосексуала,Иммигранта,,,Скорее согласен,Полностью не согласен,Скорее согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно доверяю,1.0,1.0,1.0,5.0,2.0,8.0,6.0,6.0,1.0,1.0,1.0,Единая Россия
1049740502,2022-01-10 13:29:01,2022-01-10 13:29:01,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее согласен,Затрудняюсь ответить,Скорее не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Затрудняюсь ответить,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее не доверяю,1.0,3.0,1.0,10.0,6.0,10.0,7.0,6.0,7.0,6.0,7.0,Единая Россия
1049740162,2022-01-10 13:28:43,2022-01-10 13:28:43,Женский,30-49,средний город (50-100 тыс. жителей),female_30_49,Наркозависимого,,Гомосексуала,,,,Скорее не согласен,Полностью не согласен,Скорее не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Не очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,4.0,3.0,8.0,1.0,10.0,8.0,2.0,2.0,7.0,6.0,Единая Россия
1049739807,2022-01-10 13:28:25,2022-01-10 13:28:25,Женский,30-49,посёлок городского типа,female_30_49,Наркозависимого,,,,,,Затрудняюсь ответить,Полностью не согласен,Абсолютно не согласен,Никогда бы не посетил,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,1.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,10.0,Зелёные
1049737991,2022-01-10 13:26:43,2022-01-10 13:26:43,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее согласен,Затрудняюсь ответить,Скорее согласен,Никогда бы не посетил,Затрудняюсь ответить,Скорее доверяю,Скорее не согласен,Одобряю,Совсем не часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее не доверяю,1.0,4.0,5.0,5.0,2.0,9.0,3.0,5.0,5.0,6.0,6.0,Единая Россия
1049737682,2022-01-10 13:26:26,2022-01-10 13:26:26,Женский,30-49,средний город (50-100 тыс. жителей),female_30_49,Наркозависимого,Человека другой расы,Гомосексуала,,Человека другой религии,,Скорее не согласен,Полностью не согласен,Скорее не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Скорее согласен,Одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,1.0,1.0,10.0,3.0,9.0,8.0,3.0,3.0,5.0,5.0,КПРФ
1049737284,2022-01-10 13:26:05,2022-01-10 13:26:05,Женский,30-49,средний город (50-100 тыс. жителей),female_30_49,Наркозависимого,,,,,,Затрудняюсь ответить,Полностью не согласен,Скорее не согласен,Никогда бы не посетил,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Совсем не часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее не доверяю,1.0,1.0,1.0,8.0,1.0,6.0,6.0,1.0,1.0,1.0,1.0,Единая Россия
1049737048,2022-01-10 13:25:52,2022-01-10 13:25:52,Женский,более 50,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,Гомосексуала,,,,Скорее согласен,Полностью не согласен,Скорее не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Затрудняюсь ответить,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,1.0,1.0,2.0,2.0,3.0,2.0,4.0,1.0,1.0,1.0,Партия пенсионеров
1049733632,2022-01-10 13:22:44,2022-01-10 13:22:44,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее согласен,Полностью не согласен,Скорее согласен,Никогда бы не посетил,Полностью доверяю,Полностью доверяю,Скорее не согласен,Одобряю,Совсем не часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее не доверяю,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,Единая Россия
1049731458,2022-01-10 13:20:43,2022-01-10 13:20:43,Женский,30-49,посёлок городского типа,female_30_49,Наркозависимого,,,,,,Затрудняюсь ответить,Полностью не согласен,Абсолютно не согласен,Никогда бы не посетил,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,1.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,10.0,Зелёные
1049726978,2022-01-10 13:16:29,2022-01-10 13:16:29,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее согласен,Скорее не согласен,Скорее согласен,Никогда бы не посетил,Скорее не доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,1.0,10.0,10.0,5.0,10.0,5.0,8.0,10.0,10.0,10.0,КПРФ
1049726862,2022-01-10 13:16:24,2022-01-10 13:16:24,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее не согласен,Полностью не согласен,Скорее не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Затрудняюсь ответить,Одобряю,Совсем не часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,2.0,3.0,8.0,4.0,9.0,4.0,3.0,3.0,9.0,8.0,Единая Россия
1049726100,2022-01-10 13:15:40,2022-01-10 13:15:40,Мужской,30-49,малый город (до 50 тыс. жителей),female_30_49,Наркозависимого,,,,,,Затрудняюсь ответить,Скорее не согласен,Скорее не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Затрудняюсь ответить,Одобряю,Совсем не часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,5.0,3.0,3.0,2.0,4.0,6.0,7.0,5.0,1.0,1.0,4.0,Гражданская сила
1049726070,2022-01-10 13:15:38,2022-01-10 13:15:38,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,Человека другой расы,,Иммигранта,Человека другой религии,,Полностью не согласен,Скорее согласен,Скорее не согласен,Никогда бы не посетил,Полностью не доверяю,Скорее не доверяю,Абсолютно согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,10.0,1.0,10.0,4.0,10.0,6.0,1.0,3.0,10.0,10.0,Справедливая Россия - За Правду
1049726033,2022-01-10 13:15:36,2022-01-10 13:15:36,Мужской,30-49,средний город (50-100 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее согласен,Затрудняюсь ответить,Скорее не согласен,Никогда бы не посетил,Затрудняюсь ответить,Затрудняюсь ответить,Скорее не согласен,Затрудняюсь ответить,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,1.0,1.0,1.0,5.0,2.0,10.0,7.0,8.0,1.0,5.0,8.0,Единая Россия
1049725749,2022-01-10 13:15:19,2022-01-10 13:15:19,Женский,30-49,средний город (50-100 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее не согласен,Скорее не согласен,Скорее не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Затрудняюсь ответить,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,4.0,3.0,8.0,2.0,6.0,9.0,2.0,2.0,8.0,5.0,Яблоко
