ID,Время создания,Время изменения,Ваш пол,Сколько вам лет?,"Укажите тип населённого пункта, в котором вы проживаете.",Источник ответов,Кого бы вы НЕ хотели видеть своим соседом? / Наркозависимого,Кого бы вы НЕ хотели видеть своим соседом? / Человека другой расы,Кого бы вы НЕ хотели видеть своим соседом? / Гомосексуала,Кого бы вы НЕ хотели видеть своим соседом? / Иммигранта,Кого бы вы НЕ хотели видеть своим соседом? / Человека другой религии,Кого бы вы НЕ хотели видеть своим соседом? / Не против любого из перечисленных,"Согласны ли вы с утверждением: В целом, из мужчин получаются более хорошие политические лидеры, чем из женщин?","Согласны ли вы с утверждением: Гомосексуальные пары такие же хорошие родители, как и другие пары?",Согласны ли вы с утверждением: Религия играет важную роль в моей жизни.,Могли бы вы посетить несанкционированный политический митинг?,Доверяете ли вы Правительству?,Доверяете ли вы полиции?,"Согласны ли вы с утверждением: Среди политических лидеров женщины более компетентны, чем мужчины",Одобряете ли вы деятельность Владимира Путина?,"По вашему мнению, как часто в вашей стране фальсифицируют выборы?","По вашему мнению, какой должна быть иммиграционная политика?",Доверяете ли вы движениям за женские права?,"Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Для мужчины оправдано ударить свою жену","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Гомосексуализм - это норма","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Проституция может быть оправдана","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Аборт может быть оправдан","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Родители могут ударить своего ребёнка","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Секс до брака - это норма","""Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен)"""" / Религия НЕ играет важную роль в моей жизни","""Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен)"""" / Мужчины лучше справляются с ответственными должностями","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Самоубийство может быть оправдано","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Эвтаназия может быть оправдана","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Случайные половые связи могут быть оправданы","За какую партию вы бы проголосовали, если бы выборы были бы завтра?",failed_sexism_check,failed_religion_check,invalid_age,invalid_sex,failed_control,Q18: Neighbors: Drug addicts,Q19: Neighbors: People of a different race,Q22: Neighbors: Homosexuals,Q21: Neighbors: Immigrants/foreign workers,Q23: Neighbors: People of a different religion,Q29: Men make better political leaders than women do,Q36: Homosexual couples are as good parents as other couples,Q212: Political action: Joining unofficial strikes,Q71: Confidence: The Government,Q69: Confidence: The Police,Q80: Confidence: The Women´s Movement,Q227: How often in country´s elections: Voters are bribed,Q130: Immigration policy preference,Q223: Which party would you vote for if there were a national election tomorrow,Q189: Justifiable: For a man to beat his wife,Q182: Justifiable: Homosexuality,Q183: Justifiable: Prostitution,Q184: Justifiable: Abortion,Q190: Justifiable: Parents beating children,Q186: Justifiable: Sex before marriage,Q187: Justifiable: Suicide,Q188: Justifiable: Euthanasia,Q193: Justifiable: Having casual sex
1044804100,2022-01-05 15:05:28,2022-01-05 15:05:28,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,,,,,Скорее согласен,"Ни согласен, ни несогласен",Абсолютно не согласен,Никогда бы не посетил,Скорее не доверяю,Полностью не доверяю,Скорее не согласен,Затрудняюсь ответить,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,2.0,4.0,7.0,9.0,3.0,10.0,10.0,5.0,8.0,9.0,9.0,Зелёные,False,False,False,False,False,1,2,2,2,2,2,3,3,3,4,3,2,3,0,2.0,4.0,7.0,9.0,3.0,10.0,8.0,9.0,9.0
1044804091,2022-01-05 15:05:27,2022-01-05 15:05:27,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,,,,,Скорее согласен,Скорее не согласен,Абсолютно не согласен,Мог бы посетить,Скорее не доверяю,Скорее доверяю,Скорее не согласен,Затрудняюсь ответить,Не очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,1.0,6.0,7.0,4.0,8.0,9.0,7.0,6.0,8.0,5.0,Справедливая Россия - За Правду,False,False,False,False,False,1,2,2,2,2,2,4,2,3,2,3,3,3,0,1.0,1.0,6.0,7.0,4.0,8.0,6.0,8.0,5.0
1044804060,2022-01-05 15:05:25,2022-01-05 15:05:25,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,Человека другой расы,Гомосексуала,Иммигранта,,,Полностью согласен,Скорее не согласен,Абсолютно не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Абсолютно не согласен,Одобряю,Не очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,3.0,1.0,2.0,10.0,10.0,10.0,9.0,9.0,1.0,10.0,3.0,Справедливая Россия - За Правду,False,False,False,False,False,1,1,1,1,2,1,4,3,3,3,3,3,3,0,3.0,1.0,2.0,10.0,10.0,10.0,1.0,10.0,3.0
1044803335,2022-01-05 15:04:44,2022-01-05 15:04:44,Мужской,30-49,средний город (50-100 тыс. жителей),male_30_49,,,Гомосексуала,Иммигранта,,,Скорее согласен,Полностью не согласен,Скорее не согласен,Мог бы посетить,Полностью не доверяю,Скорее не доверяю,Затрудняюсь ответить,Не одобряю,Очень часто,Запретить приезжать сюда из других стран,Скорее доверяю,1.0,1.0,5.0,8.0,5.0,5.0,9.0,8.0,5.0,10.0,5.0,КПРФ,True,False,False,False,True,2,2,1,1,2,2,5,2,4,3,2,1,4,0,1.0,1.0,5.0,8.0,5.0,5.0,5.0,10.0,5.0
1044803228,2022-01-05 15:04:37,2022-01-05 15:04:37,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,,,,,,Не против любого из перечисленных,Затрудняюсь ответить,"Ни согласен, ни несогласен",Скорее согласен,Никогда бы не посетил,Скорее доверяю,Скорее не доверяю,Затрудняюсь ответить,Одобряю,Очень часто,Мы должны пускать всех желающих,Абсолютно доверяю,1.0,8.0,8.0,10.0,10.0,10.0,10.0,1.0,10.0,10.0,10.0,Единая Россия,False,True,False,False,True,2,2,2,2,2,-1,3,3,2,3,1,1,1,1,1.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0
1044803210,2022-01-05 15:04:36,2022-01-05 15:04:36,Мужской,30-49,средний город (50-100 тыс. жителей),male_30_49,Наркозависимого,,,,,,Скорее согласен,"Ни согласен, ни несогласен",Скорее не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Затрудняюсь ответить,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,2.0,5.0,5.0,5.0,5.0,8.0,5.0,8.0,2.0,2.0,8.0,ЛДПР,False,False,False,False,False,1,2,2,2,2,2,3,3,3,3,-1,2,3,0,2.0,5.0,5.0,5.0,5.0,8.0,2.0,2.0,8.0
1044803145,2022-01-05 15:04:33,2022-01-05 15:04:33,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,Гомосексуала,Иммигранта,,,Полностью согласен,Полностью не согласен,Скорее не согласен,Мог бы посетить,Полностью не доверяю,Полностью не доверяю,Скорее не согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,2.0,1.0,5.0,5.0,1.0,1.0,5.0,10.0,10.0,10.0,10.0,КПРФ,False,False,False,False,False,1,2,1,1,2,1,5,2,4,4,2,1,3,0,2.0,1.0,5.0,5.0,1.0,1.0,10.0,10.0,10.0
1044802648,2022-01-05 15:04:03,2022-01-05 15:04:03,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,,Иммигранта,,,Скорее не согласен,Скорее согласен,Скорее согласен,Никогда бы не посетил,Полностью не доверяю,Скорее не доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,4.0,1.0,4.0,9.0,9.0,7.0,2.0,6.0,4.0,9.0,6.0,КПРФ,True,False,False,False,True,1,2,2,1,2,3,2,3,4,3,4,1,3,0,4.0,1.0,4.0,9.0,9.0,7.0,4.0,9.0,6.0
1044802531,2022-01-05 15:03:56,2022-01-05 15:03:56,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,,,,Иммигранта,,,Скорее согласен,Скорее не согласен,Скорее не согласен,Мог бы посетить,Скорее не доверяю,Скорее не доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,6.0,1.0,10.0,10.0,7.0,10.0,7.0,7.0,3.0,8.0,7.0,Справедливая Россия - За Правду,True,False,False,False,True,2,2,2,1,2,2,4,2,3,3,4,-1,3,0,6.0,1.0,10.0,10.0,7.0,10.0,3.0,8.0,7.0
1044802311,2022-01-05 15:03:41,2022-01-05 15:03:41,Мужской,30-49,средний город (50-100 тыс. жителей),male_30_49,Наркозависимого,Человека другой расы,Гомосексуала,Иммигранта,Человека другой религии,,Полностью согласен,Полностью не согласен,Скорее не согласен,Мог бы посетить,Скорее не доверяю,Скорее не доверяю,Абсолютно не согласен,Затрудняюсь ответить,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,1.0,1.0,3.0,3.0,4.0,3.0,7.0,8.0,3.0,7.0,5.0,ЛДПР,False,False,False,False,False,1,1,1,1,1,1,5,2,3,3,4,2,3,0,1.0,1.0,3.0,3.0,4.0,3.0,3.0,7.0,5.0
1044802135,2022-01-05 15:03:30,2022-01-05 15:03:30,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,,,,,Скорее согласен,"Ни согласен, ни несогласен",Абсолютно не согласен,Затрудняюсь ответить,Полностью не доверяю,Полностью не доверяю,Скорее не согласен,Не одобряю,Очень часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее не доверяю,1.0,3.0,8.0,10.0,6.0,10.0,10.0,6.0,1.0,10.0,10.0,Партия пенсионеров,False,False,False,False,False,1,2,2,2,2,2,3,-1,4,4,3,1,2,0,1.0,3.0,8.0,10.0,6.0,10.0,1.0,10.0,10.0
1044801431,2022-01-05 15:02:50,2022-01-05 15:02:50,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,Гомосексуала,,,,Полностью согласен,Полностью не согласен,Абсолютно не согласен,Никогда бы не посетил,Полностью не доверяю,Скорее не доверяю,Абсолютно не согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,6.0,1.0,7.0,6.0,6.0,10.0,10.0,10.0,6.0,6.0,6.0,Зелёные,False,False,False,False,False,1,2,1,2,2,1,5,3,4,3,4,1,3,0,6.0,1.0,7.0,6.0,6.0,10.0,6.0,6.0,6.0
1044801319,2022-01-05 15:02:44,2022-01-05 15:02:44,Мужской,30-49,малый город (до 50 тыс. жителей),male_30_49,Наркозависимого,,,Иммигранта,,,Полностью не согласен,Полностью согласен,Абсолютно не согласен,Мог бы посетить,Полностью не доверяю,Скорее не доверяю,Абсолютно согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,9.0,8.0,8.0,1.0,10.0,10.0,2.0,7.0,8.0,10.0,ПАРНАС,False,False,False,False,False,1,2,2,1,2,4,1,2,4,3,2,1,3,0,1.0,9.0,8.0,8.0,1.0,10.0,7.0,8.0,10.0
1044801079,2022-01-05 15:02:30,2022-01-05 15:02:30,Мужской,30-49,посёлок городского типа,male_30_49,Наркозависимого,,,,,,Затрудняюсь ответить,Затрудняюсь ответить,Скорее не согласен,Мог бы посетить,Полностью не доверяю,Скорее не доверяю,Скорее не согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,1.0,6.0,5.0,3.0,6.0,8.0,8.0,3.0,8.0,6.0,Справедливая Россия - За Правду,True,False,False,False,True,1,2,2,2,2,-1,-1,2,4,3,2,1,3,0,1.0,1.0,6.0,5.0,3.0,6.0,3.0,8.0,6.0
1044800994,2022-01-05 15:02:26,2022-01-05 15:02:26,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,,,,,Полностью согласен,Полностью не согласен,Скорее согласен,Никогда бы не посетил,Скорее доверяю,Полностью доверяю,Скорее не согласен,Одобряю,Совсем не часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,2.0,1.0,3.0,3.0,8.0,7.0,6.0,9.0,1.0,2.0,4.0,Единая Россия,False,False,False,False,False,1,2,2,2,2,1,5,3,2,1,3,4,3,1,2.0,1.0,3.0,3.0,8.0,7.0,1.0,2.0,4.0
1044800976,2022-01-05 15:02:25,2022-01-05 15:02:25,Мужской,30-49,средний город (50-100 тыс. жителей),male_30_49,Наркозависимого,,,Иммигранта,,,Скорее не согласен,Полностью не согласен,Скорее не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,1.0,9.0,3.0,1.0,10.0,5.0,5.0,1.0,1.0,8.0,Единая Россия,False,False,False,False,False,1,2,2,1,2,3,5,3,2,2,3,2,3,1,1.0,1.0,9.0,3.0,1.0,10.0,1.0,1.0,8.0
1044800879,2022-01-05 15:02:19,2022-01-05 15:02:19,Мужской,более 50,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,Гомосексуала,,,,Скорее согласен,Скорее не согласен,Скорее не согласен,Мог бы посетить,Скорее не доверяю,Скорее доверяю,Скорее не согласен,Затрудняюсь ответить,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,1.0,6.0,10.0,2.0,10.0,8.0,9.0,10.0,10.0,6.0,Партия пенсионеров,False,False,True,False,False,1,2,1,2,2,2,4,2,3,2,2,-1,3,0,1.0,1.0,6.0,10.0,2.0,10.0,10.0,10.0,6.0
1044800747,2022-01-05 15:02:11,2022-01-05 15:02:11,Мужской,30-49,средний город (50-100 тыс. жителей),male_30_49,Наркозависимого,,,,,,Скорее не согласен,"Ни согласен, ни несогласен",Скорее не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Совсем не часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,1.0,4.0,5.0,3.0,9.0,6.0,6.0,3.0,3.0,6.0,Единая Россия,False,False,False,False,False,1,2,2,2,2,3,3,3,2,2,3,4,3,1,1.0,1.0,4.0,5.0,3.0,9.0,3.0,3.0,6.0
1044800547,2022-01-05 15:02:00,2022-01-05 15:02:00,Мужской,30-49,средний город (50-100 тыс. жителей),male_30_49,Наркозависимого,,Гомосексуала,,,,Скорее согласен,Полностью не согласен,Абсолютно согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Затрудняюсь ответить,Одобряю,Не очень часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее не доверяю,2.0,1.0,10.0,7.0,2.0,9.0,2.0,9.0,8.0,6.0,8.0,Единая Россия,True,False,False,False,True,1,2,1,2,2,2,5,3,2,2,3,3,2,1,2.0,1.0,10.0,7.0,2.0,9.0,8.0,6.0,8.0
1044800460,2022-01-05 15:01:54,2022-01-05 15:01:54,Мужской,30-49,средний город (50-100 тыс. жителей),male_30_49,Наркозависимого,,,Иммигранта,Человека другой религии,,Скорее согласен,"Ни согласен, ни несогласен",Абсолютно согласен,Мог бы посетить,Полностью не доверяю,Полностью не доверяю,Абсолютно не согласен,Не одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,5.0,5.0,5.0,3.0,3.0,1.0,8.0,1.0,3.0,2.0,КПРФ,False,False,False,False,False,1,2,2,1,1,2,3,2,4,4,2,2,3,0,1.0,5.0,5.0,5.0,3.0,3.0,1.0,3.0,2.0
1044799965,2022-01-05 15:01:26,2022-01-05 15:01:26,Мужской,30-49,средний город (50-100 тыс. жителей),male_30_49,Наркозависимого,,,,,,Полностью согласен,Скорее не согласен,Затрудняюсь ответить,Никогда бы не посетил,Скорее доверяю,Полностью не доверяю,Скорее не согласен,Одобряю,Затрудняюсь ответить,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее не доверяю,6.0,1.0,6.0,10.0,10.0,10.0,10.0,10.0,6.0,10.0,4.0,ЛДПР,False,True,False,False,True,1,2,2,2,2,1,4,3,2,4,3,-1,2,0,6.0,1.0,6.0,10.0,10.0,10.0,6.0,10.0,4.0
1044799783,2022-01-05 15:01:16,2022-01-05 15:01:16,Мужской,30-49,средний город (50-100 тыс. жителей),male_30_49,Наркозависимого,,,,,,Скорее согласен,Полностью не согласен,Абсолютно не согласен,Мог бы посетить,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Одобряю,Совсем не часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,3.0,1.0,5.0,10.0,6.0,9.0,10.0,8.0,4.0,9.0,6.0,Единая Россия,False,False,False,False,False,1,2,2,2,2,2,5,2,3,3,4,4,3,1,3.0,1.0,5.0,10.0,6.0,9.0,4.0,9.0,6.0
1044799665,2022-01-05 15:01:09,2022-01-05 15:01:09,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,Человека другой расы,Гомосексуала,,Человека другой религии,,Полностью согласен,Полностью не согласен,Абсолютно согласен,Никогда бы не посетил,Полностью не доверяю,Полностью не доверяю,Абсолютно не согласен,Не одобряю,Очень часто,Запретить приезжать сюда из других стран,Абсолютно не доверяю,7.0,1.0,10.0,10.0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,Зелёные,False,False,False,False,False,1,1,1,2,1,1,5,3,4,4,4,1,4,0,7.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
1044799545,2022-01-05 15:01:02,2022-01-05 15:01:02,Мужской,30-49,малый город (до 50 тыс. жителей),male_30_49,Наркозависимого,,,,,,Скорее не согласен,Скорее не согласен,Абсолютно не согласен,Мог бы посетить,Полностью не доверяю,Скорее не доверяю,Скорее не согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,2.0,4.0,5.0,3.0,8.0,10.0,8.0,1.0,8.0,8.0,Яблоко,False,False,False,False,False,1,2,2,2,2,3,4,2,4,3,2,1,3,0,1.0,2.0,4.0,5.0,3.0,8.0,1.0,8.0,8.0
1044799515,2022-01-05 15:01:00,2022-01-05 15:01:00,Мужской,30-49,сельский населённый пункт,male_30_49,Наркозависимого,,Гомосексуала,Иммигранта,,,Скорее не согласен,Полностью не согласен,Скорее согласен,Никогда бы не посетил,Скорее доверяю,Скорее не доверяю,Скорее не согласен,Одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,8.0,1.0,7.0,6.0,6.0,8.0,7.0,8.0,8.0,8.0,5.0,Партия пенсионеров,False,False,False,False,False,1,2,1,1,2,3,5,3,2,3,3,2,3,0,8.0,1.0,7.0,6.0,6.0,8.0,8.0,8.0,5.0
1044799513,2022-01-05 15:01:00,2022-01-05 15:01:00,Мужской,30-49,малый город (до 50 тыс. жителей),male_30_49,Наркозависимого,,Гомосексуала,,,,Скорее согласен,Полностью не согласен,Абсолютно согласен,Затрудняюсь ответить,Скорее не доверяю,Скорее доверяю,Абсолютно не согласен,Одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,1.0,1.0,9.0,10.0,5.0,10.0,1.0,5.0,1.0,1.0,5.0,Справедливая Россия - За Правду,False,False,False,False,False,1,2,1,2,2,2,5,-1,3,2,4,2,3,0,1.0,1.0,9.0,10.0,5.0,10.0,1.0,1.0,5.0
1044799501,2022-01-05 15:00:59,2022-01-05 15:00:59,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,,,,,Скорее не согласен,"Ни согласен, ни несогласен",Абсолютно не согласен,Уже посещал,Полностью не доверяю,Скорее доверяю,Скорее не согласен,Не одобряю,Очень часто,Мы должны пускать всех желающих,Скорее доверяю,1.0,5.0,5.0,7.0,1.0,8.0,10.0,7.0,5.0,7.0,7.0,КПРФ,False,False,False,False,False,1,2,2,2,2,3,3,1,4,2,2,1,1,0,1.0,5.0,5.0,7.0,1.0,8.0,5.0,7.0,7.0
1044799413,2022-01-05 15:00:54,2022-01-05 15:00:54,Мужской,30-49,малый город (до 50 тыс. жителей),male_30_49,Наркозависимого,,,,,,Затрудняюсь ответить,"Ни согласен, ни несогласен",Затрудняюсь ответить,Никогда бы не посетил,Скорее не доверяю,Полностью не доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,1.0,1.0,7.0,3.0,6.0,10.0,8.0,1.0,4.0,10.0,8.0,Единая Россия,False,False,False,False,False,1,2,2,2,2,-1,3,3,3,4,4,1,3,1,1.0,1.0,7.0,3.0,6.0,10.0,4.0,10.0,8.0
1044799145,2022-01-05 15:00:38,2022-01-05 15:00:38,Мужской,30-49,сельский населённый пункт,male_30_49,Наркозависимого,,,,,,Полностью согласен,"Ни согласен, ни несогласен",Абсолютно не согласен,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,6.0,7.0,7.0,5.0,6.0,6.0,6.0,6.0,8.0,5.0,8.0,КПРФ,True,False,False,False,True,1,2,2,2,2,1,3,-1,-1,-1,-1,-1,-1,0,6.0,7.0,7.0,5.0,6.0,6.0,8.0,5.0,8.0
1044799072,2022-01-05 15:00:33,2022-01-05 15:00:33,Мужской,30-49,средний город (50-100 тыс. жителей),male_30_49,Наркозависимого,,,,,,Скорее не согласен,"Ни согласен, ни несогласен",Абсолютно не согласен,Никогда бы не посетил,Полностью не доверяю,Полностью не доверяю,Скорее согласен,Не одобряю,Очень часто,Запретить приезжать сюда из других стран,Абсолютно доверяю,1.0,1.0,1.0,1.0,1.0,10.0,10.0,1.0,1.0,10.0,1.0,ЛДПР,False,False,False,False,False,1,2,2,2,2,3,3,3,4,4,1,1,4,0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,10.0,1.0
1044798920,2022-01-05 15:00:24,2022-01-05 15:00:24,Мужской,30-49,средний город (50-100 тыс. жителей),male_30_49,Наркозависимого,,,,,,Скорее согласен,Скорее не согласен,Скорее не согласен,Никогда бы не посетил,Скорее доверяю,Скорее не доверяю,Скорее не согласен,Не одобряю,Не очень часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее доверяю,1.0,2.0,6.0,3.0,1.0,8.0,8.0,8.0,1.0,1.0,6.0,Единая Россия,False,False,False,False,False,1,2,2,2,2,2,4,3,2,3,2,3,2,1,1.0,2.0,6.0,3.0,1.0,8.0,1.0,1.0,6.0
1044798682,2022-01-05 15:00:09,2022-01-05 15:00:09,Мужской,30-49,средний город (50-100 тыс. жителей),male_30_49,Наркозависимого,,,,,,Полностью согласен,Полностью не согласен,Абсолютно не согласен,Никогда бы не посетил,Полностью не доверяю,Полностью не доверяю,Абсолютно не согласен,Не одобряю,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,10.0,10.0,10.0,1.0,10.0,10.0,5.0,10.0,10.0,10.0,Партия пенсионеров,False,False,False,False,False,1,2,2,2,2,1,5,3,4,4,2,-1,3,0,1.0,10.0,10.0,10.0,1.0,10.0,10.0,10.0,10.0
1044798115,2022-01-05 14:59:32,2022-01-05 14:59:32,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,Гомосексуала,,,,Скорее согласен,Полностью не согласен,Абсолютно согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Одобряю,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,3.0,3.0,8.0,6.0,8.0,8.0,3.0,7.0,1.0,7.0,2.0,Единая Россия,False,False,False,False,False,1,2,1,2,2,2,5,3,3,3,3,-1,3,1,3.0,3.0,8.0,6.0,8.0,8.0,1.0,7.0,2.0
1044798088,2022-01-05 14:59:30,2022-01-05 14:59:30,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,,,,,Скорее согласен,Затрудняюсь ответить,Скорее не согласен,Мог бы посетить,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Совсем не часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,1.0,5.0,7.0,1.0,10.0,7.0,5.0,8.0,8.0,8.0,Единая Россия,False,False,False,False,False,1,2,2,2,2,2,-1,2,2,2,3,4,3,1,1.0,1.0,5.0,7.0,1.0,10.0,8.0,8.0,8.0
1044798078,2022-01-05 14:59:29,2022-01-05 14:59:29,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,,Иммигранта,,,Скорее согласен,"Ни согласен, ни несогласен",Абсолютно не согласен,Затрудняюсь ответить,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Затрудняюсь ответить,Скорее часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее не доверяю,6.0,8.0,10.0,10.0,7.0,10.0,10.0,9.0,7.0,10.0,8.0,КПРФ,False,False,False,False,False,1,2,2,1,2,2,3,-1,3,3,3,2,2,0,6.0,8.0,10.0,10.0,7.0,10.0,7.0,10.0,8.0
1044798050,2022-01-05 14:59:27,2022-01-05 14:59:27,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,,,,,Полностью не согласен,Затрудняюсь ответить,Абсолютно не согласен,Мог бы посетить,Скорее не доверяю,Полностью не доверяю,Абсолютно не согласен,Затрудняюсь ответить,Очень часто,Запретить приезжать сюда из других стран,Скорее не доверяю,5.0,5.0,5.0,10.0,10.0,10.0,10.0,1.0,5.0,10.0,5.0,КПРФ,True,False,False,False,True,1,2,2,2,2,4,-1,2,3,4,3,1,4,0,5.0,5.0,5.0,10.0,10.0,10.0,5.0,10.0,5.0
1044798019,2022-01-05 14:59:25,2022-01-05 14:59:26,Мужской,30-49,сельский населённый пункт,male_30_49,Наркозависимого,,Гомосексуала,,,,Скорее согласен,Полностью не согласен,Скорее не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее согласен,Одобряю,Не очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,1.0,1.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,Единая Россия,False,False,False,False,False,1,2,1,2,2,2,5,3,2,2,3,3,3,1,1.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0
