ID,Время создания,Время изменения,Ваш пол,Сколько вам лет?,"Укажите тип населённого пункта, в котором вы проживаете.",Источник ответов,Кого бы вы НЕ хотели видеть своим соседом? / Наркозависимого,Кого бы вы НЕ хотели видеть своим соседом? / Человека другой расы,Кого бы вы НЕ хотели видеть своим соседом? / Гомосексуала,Кого бы вы НЕ хотели видеть своим соседом? / Иммигранта,Кого бы вы НЕ хотели видеть своим соседом? / Человека другой религии,Кого бы вы НЕ хотели видеть своим соседом? / Не против любого из перечисленных,"Согласны ли вы с утверждением: В целом, из мужчин получаются более хорошие политические лидеры, чем из женщин?","Согласны ли вы с утверждением: Гомосексуальные пары такие же хорошие родители, как и другие пары?",Согласны ли вы с утверждением: Религия играет важную роль в моей жизни.,Могли бы вы посетить несанкционированный политический митинг?,Доверяете ли вы Правительству?,Доверяете ли вы полиции?,"Согласны ли вы с утверждением: Среди политических лидеров женщины более компетентны, чем мужчины",Одобряете ли вы деятельность Владимира Путина?,"По вашему мнению, как часто в вашей стране фальсифицируют выборы?","По вашему мнению, какой должна быть иммиграционная политика?",Доверяете ли вы движениям за женские права?,"Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Для мужчины оправдано ударить свою жену","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Гомосексуализм - это норма","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Проституция может быть оправдана","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Аборт может быть оправдан","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Родители могут ударить своего ребёнка","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Секс до брака - это норма","""Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен)"""" / Религия НЕ играет важную роль в моей жизни","""Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен)"""" / Мужчины лучше справляются с ответственными должностями","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Самоубийство может быть оправдано","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Эвтаназия может быть оправдана","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Случайные половые связи могут быть оправданы","За какую партию вы бы проголосовали, если бы выборы были бы завтра?",failed_sexism_check,failed_religion_check,invalid_age,invalid_sex,failed_control,Q18: Neighbors: Drug addicts,Q19: Neighbors: People of a different race,Q22: Neighbors: Homosexuals,Q21: Neighbors: Immigrants/foreign workers,Q23: Neighbors: People of a different religion,Q29: Men make better political leaders than women do,Q36: Homosexual couples are as good parents as other couples,Q212: Political action: Joining unofficial strikes,Q71: Confidence: The Government,Q69: Confidence: The Police,Q80: Confidence: The Women´s Movement,Q227: How often in country´s elections: Voters are bribed,Q130: Immigration policy preference,Q189: Justifiable: For a man to beat his wife,Q182: Justifiable: Homosexuality,Q183: Justifiable: Prostitution,Q184: Justifiable: Abortion,Q190: Justifiable: Parents beating children,Q186: Justifiable: Sex before marriage,Q187: Justifiable: Suicide,Q188: Justifiable: Euthanasia,Q193: Justifiable: Having casual sex
1039831360,2021-12-31 02:39:34,2021-12-31 02:39:34,Женский,до 29,малый город (до 50 тыс. жителей),female_29,Наркозависимого,,,,,,Затрудняюсь ответить,Скорее не согласен,Затрудняюсь ответить,Никогда бы не посетил,Затрудняюсь ответить,Скорее доверяю,Скорее не согласен,Одобряю,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,1.0,1.0,6.0,1.0,6.0,1.0,1.0,1.0,5.0,1.0,Единая Россия,True,True,False,False,True,1,1,1,1,1,-1,4,3,-1,2,3,-1,3,1.0,1.0,1.0,6.0,1.0,6.0,1.0,5.0,1.0
1039797760,2021-12-31 00:24:09,2021-12-31 00:24:09,Женский,до 29,крупный город (свыше 500 тыс. жителей),female_29,Наркозависимого,,,,,,Скорее не согласен,Скорее согласен,Скорее не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Скорее доверяю,1.0,5.0,4.0,6.0,2.0,7.0,5.0,3.0,3.0,7.0,4.0,Патриоты России,True,False,False,False,True,1,1,1,1,1,3,2,3,3,3,2,-1,-1,1.0,5.0,4.0,6.0,2.0,7.0,3.0,7.0,4.0
1039786595,2021-12-30 23:56:07,2021-12-30 23:56:07,Женский,до 29,крупный город (свыше 500 тыс. жителей),female_29,Наркозависимого,,,Иммигранта,,,Затрудняюсь ответить,Скорее не согласен,Скорее не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,3.0,1.0,5.0,1.0,5.0,4.0,5.0,1.0,3.0,5.0,Единая Россия,True,False,False,False,True,1,1,1,1,1,-1,4,3,2,2,3,-1,3,1.0,3.0,1.0,5.0,1.0,5.0,1.0,3.0,5.0
1039750507,2021-12-30 22:52:23,2021-12-30 22:52:23,Мужской,до 29,крупный город (свыше 500 тыс. жителей),female_29,,,,,,Не против любого из перечисленных,Полностью не согласен,Полностью согласен,Абсолютно не согласен,Мог бы посетить,Скорее не доверяю,Скорее не доверяю,Скорее согласен,Не одобряю,Очень часто,Мы должны пускать всех желающих,Скорее доверяю,1.0,10.0,6.0,10.0,1.0,10.0,10.0,3.0,8.0,9.0,10.0,Зелёные,False,False,False,True,False,1,1,1,1,1,4,1,2,3,3,2,1,1,1.0,10.0,6.0,10.0,1.0,10.0,8.0,9.0,10.0
1039729274,2021-12-30 22:21:44,2021-12-30 22:21:44,Женский,до 29,крупный город (свыше 500 тыс. жителей),female_29,,,,,,Не против любого из перечисленных,Затрудняюсь ответить,Полностью согласен,Абсолютно не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее согласен,Одобряю,Совсем не часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно доверяю,1.0,10.0,7.0,10.0,1.0,10.0,10.0,5.0,7.0,7.0,10.0,Единая Россия,True,False,False,False,True,1,1,1,1,1,-1,1,3,2,2,1,4,3,1.0,10.0,7.0,10.0,1.0,10.0,7.0,7.0,10.0
1039724012,2021-12-30 22:14:34,2021-12-30 22:14:34,Женский,до 29,крупный город (свыше 500 тыс. жителей),female_29,Наркозависимого,,,,,,Скорее не согласен,Скорее согласен,Абсолютно не согласен,Мог бы посетить,Скорее не доверяю,Скорее доверяю,Скорее согласен,Затрудняюсь ответить,Скорее часто,Мы должны пускать всех желающих,Абсолютно доверяю,1.0,8.0,3.0,10.0,5.0,10.0,10.0,9.0,4.0,10.0,10.0,Партия Роста,False,False,False,False,False,1,1,1,1,1,3,2,2,3,2,1,2,1,1.0,8.0,3.0,10.0,5.0,10.0,4.0,10.0,10.0
1039708271,2021-12-30 21:53:00,2021-12-30 21:53:00,Женский,до 29,крупный город (свыше 500 тыс. жителей),female_29,Наркозависимого,,,,,,Затрудняюсь ответить,Полностью согласен,Скорее не согласен,Мог бы посетить,Полностью не доверяю,Полностью не доверяю,Затрудняюсь ответить,Не одобряю,Очень часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Затрудняюсь ответить,1.0,10.0,8.0,10.0,3.0,10.0,6.0,6.0,3.0,7.0,3.0,Зелёные,False,False,False,False,False,1,1,1,1,1,-1,1,2,4,4,-1,1,2,1.0,10.0,8.0,10.0,3.0,10.0,3.0,7.0,3.0
1039653424,2021-12-30 20:45:54,2021-12-30 20:45:54,Женский,до 29,крупный город (свыше 500 тыс. жителей),female_29,Наркозависимого,,,,,,Скорее не согласен,Полностью согласен,Абсолютно не согласен,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Скорее не согласен,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,1.0,7.0,3.0,10.0,1.0,10.0,10.0,5.0,7.0,7.0,9.0,Яблоко,False,False,False,False,False,1,1,1,1,1,3,1,-1,-1,-1,-1,-1,-1,1.0,7.0,3.0,10.0,1.0,10.0,7.0,7.0,9.0
1039627638,2021-12-30 20:14:52,2021-12-30 20:14:52,Женский,30-49,малый город (до 50 тыс. жителей),female_29,Наркозависимого,Человека другой расы,,,,,Затрудняюсь ответить,Скорее не согласен,Абсолютно согласен,Затрудняюсь ответить,Скорее не доверяю,Затрудняюсь ответить,Скорее не согласен,Затрудняюсь ответить,Очень часто,Запретить приезжать сюда из других стран,Затрудняюсь ответить,1.0,2.0,8.0,8.0,5.0,9.0,2.0,9.0,3.0,10.0,8.0,КПРФ,True,False,True,False,True,1,1,1,1,1,-1,4,-1,3,-1,-1,1,4,1.0,2.0,8.0,8.0,5.0,9.0,3.0,10.0,8.0
1039586789,2021-12-30 19:26:42,2021-12-30 19:26:42,Женский,до 29,средний город (50-100 тыс. жителей),female_29,Наркозависимого,,,Иммигранта,Человека другой религии,,Скорее согласен,"Ни согласен, ни несогласен",Скорее не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Затрудняюсь ответить,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,5.0,1.0,8.0,2.0,5.0,7.0,8.0,5.0,8.0,1.0,Единая Россия,False,False,False,False,False,1,1,1,1,1,2,3,3,3,3,3,2,3,1.0,5.0,1.0,8.0,2.0,5.0,5.0,8.0,1.0
1039562837,2021-12-30 18:57:40,2021-12-30 18:57:40,Женский,до 29,крупный город (свыше 500 тыс. жителей),female_29,Наркозависимого,,,,,,Скорее не согласен,"Ни согласен, ни несогласен",Абсолютно не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее доверяю,Затрудняюсь ответить,Одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,2.0,5.0,4.0,2.0,4.0,5.0,8.0,5.0,3.0,3.0,2.0,Коммунистическая партия Коммунисты России,True,False,False,False,True,1,1,1,1,1,3,3,3,3,2,3,2,3,2.0,5.0,4.0,2.0,4.0,5.0,3.0,3.0,2.0
1039497779,2021-12-30 17:36:33,2021-12-30 17:36:33,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_29,Наркозависимого,,,,,,Скорее согласен,Скорее не согласен,Скорее согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Совсем не часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,1.0,1.0,7.0,5.0,10.0,3.0,3.0,1.0,8.0,5.0,Единая Россия,False,False,True,False,False,1,1,1,1,1,2,4,3,2,2,3,4,3,1.0,1.0,1.0,7.0,5.0,10.0,1.0,8.0,5.0
1039445446,2021-12-30 16:28:46,2021-12-30 16:28:46,Женский,до 29,малый город (до 50 тыс. жителей),female_29,Наркозависимого,,,Иммигранта,,,Скорее согласен,Полностью согласен,Абсолютно не согласен,Мог бы посетить,Скорее доверяю,Скорее доверяю,Скорее не согласен,Затрудняюсь ответить,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,10.0,7.0,10.0,1.0,1.0,5.0,3.0,7.0,7.0,7.0,ЛДПР,False,True,False,False,True,1,1,1,1,1,2,1,2,2,2,2,-1,3,1.0,10.0,7.0,10.0,1.0,1.0,7.0,7.0,7.0
1039424894,2021-12-30 16:01:50,2021-12-30 16:01:50,Женский,до 29,крупный город (свыше 500 тыс. жителей),female_29,,,,,,Не против любого из перечисленных,Скорее не согласен,Скорее согласен,Абсолютно не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Скорее согласен,Не одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,2.0,8.0,10.0,10.0,6.0,10.0,10.0,4.0,10.0,8.0,10.0,Родина,False,False,False,False,False,1,1,1,1,1,3,2,3,3,3,3,2,3,2.0,8.0,10.0,10.0,6.0,10.0,10.0,8.0,10.0
1039351407,2021-12-30 14:29:37,2021-12-30 14:29:37,Женский,до 29,крупный город (свыше 500 тыс. жителей),female_29,Наркозависимого,,,,,,Полностью не согласен,Полностью согласен,Абсолютно не согласен,Мог бы посетить,Полностью не доверяю,Полностью не доверяю,Абсолютно не согласен,Не одобряю,Очень часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее доверяю,1.0,10.0,5.0,10.0,1.0,10.0,10.0,1.0,10.0,10.0,10.0,Гражданская платформа,True,False,False,False,True,1,1,1,1,1,4,1,2,4,4,2,1,2,1.0,10.0,5.0,10.0,1.0,10.0,10.0,10.0,10.0
1039324000,2021-12-30 13:54:35,2021-12-30 13:54:35,Женский,до 29,малый город (до 50 тыс. жителей),female_29,Наркозависимого,,,,,,Полностью не согласен,Полностью согласен,Скорее согласен,Затрудняюсь ответить,Полностью не доверяю,Скорее не доверяю,Абсолютно не согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,10.0,1.0,10.0,1.0,10.0,10.0,1.0,1.0,10.0,10.0,Партия пенсионеров,True,True,False,False,True,1,1,1,1,1,4,1,-1,4,3,3,1,3,1.0,10.0,1.0,10.0,1.0,10.0,1.0,10.0,10.0
1039158881,2021-12-30 10:20:21,2021-12-30 10:20:21,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_29,Наркозависимого,,,,,,Скорее не согласен,Полностью согласен,Скорее не согласен,Мог бы посетить,Полностью не доверяю,Скорее не доверяю,Скорее согласен,Затрудняюсь ответить,Скорее часто,Мы должны пускать всех желающих,Абсолютно доверяю,1.0,10.0,4.0,3.0,1.0,8.0,7.0,7.0,4.0,4.0,4.0,ЛДПР,False,False,True,False,False,1,1,1,1,1,3,1,2,4,3,1,2,1,1.0,10.0,4.0,3.0,1.0,8.0,4.0,4.0,4.0
1039155513,2021-12-30 10:15:56,2021-12-30 10:15:56,Женский,до 29,крупный город (свыше 500 тыс. жителей),female_29,Наркозависимого,,,,,,Затрудняюсь ответить,"Ни согласен, ни несогласен",Скорее не согласен,Никогда бы не посетил,Скорее доверяю,Полностью доверяю,Абсолютно не согласен,Одобряю,Затрудняюсь ответить,Мы должны пускать всех желающих,Абсолютно доверяю,1.0,1.0,1.0,1.0,1.0,5.0,7.0,2.0,1.0,5.0,1.0,ЛДПР,True,False,False,False,True,1,1,1,1,1,-1,3,3,2,1,1,-1,1,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0
1039134499,2021-12-30 09:48:23,2021-12-30 09:48:23,Женский,до 29,крупный город (свыше 500 тыс. жителей),female_29,Наркозависимого,,,,,,Скорее не согласен,Скорее не согласен,Скорее согласен,Мог бы посетить,Скорее доверяю,Скорее не доверяю,Скорее не согласен,Затрудняюсь ответить,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,5.0,5.0,8.0,3.0,7.0,3.0,4.0,3.0,6.0,4.0,ЛДПР,False,False,False,False,False,1,1,1,1,1,3,4,2,2,3,2,2,3,1.0,5.0,5.0,8.0,3.0,7.0,3.0,6.0,4.0
1039104577,2021-12-30 09:07:11,2021-12-30 09:07:11,Женский,до 29,крупный город (свыше 500 тыс. жителей),female_29,Наркозависимого,,,,,,Полностью не согласен,Полностью согласен,Абсолютно не согласен,Мог бы посетить,Полностью не доверяю,Скорее не доверяю,Скорее согласен,Не одобряю,Очень часто,Затрудняюсь ответить,Абсолютно доверяю,1.0,10.0,6.0,10.0,1.0,10.0,10.0,5.0,10.0,10.0,10.0,Зелёные,False,False,False,False,False,1,1,1,1,1,4,1,2,4,3,1,1,-1,1.0,10.0,6.0,10.0,1.0,10.0,10.0,10.0,10.0
1039079273,2021-12-30 08:30:39,2021-12-30 08:30:39,Женский,до 29,средний город (50-100 тыс. жителей),female_29,,,,,,Не против любого из перечисленных,Скорее не согласен,Полностью согласен,Абсолютно не согласен,Мог бы посетить,Скорее не доверяю,Скорее доверяю,Затрудняюсь ответить,Не одобряю,Скорее часто,Мы должны пускать всех желающих,Скорее доверяю,1.0,10.0,5.0,10.0,4.0,10.0,10.0,5.0,5.0,10.0,9.0,Яблоко,True,False,False,False,True,1,1,1,1,1,3,1,2,3,2,2,2,1,1.0,10.0,5.0,10.0,4.0,10.0,5.0,10.0,9.0
1039072830,2021-12-30 08:20:27,2021-12-30 08:20:27,Женский,до 29,сельский населённый пункт,female_29,Наркозависимого,,,,,,Затрудняюсь ответить,Полностью согласен,Скорее согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,1.0,3.0,5.0,5.0,1.0,1.0,2.0,3.0,3.0,8.0,5.0,Единая Россия,False,False,False,False,False,1,1,1,1,1,-1,1,3,2,2,-1,-1,-1,1.0,3.0,5.0,5.0,1.0,1.0,3.0,8.0,5.0
1039058972,2021-12-30 07:56:24,2021-12-30 07:56:24,Женский,до 29,крупный город (свыше 500 тыс. жителей),female_29,,,Гомосексуала,,,,Скорее согласен,"Ни согласен, ни несогласен",Скорее согласен,Мог бы посетить,Полностью не доверяю,Полностью не доверяю,Затрудняюсь ответить,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,10.0,6.0,1.0,1.0,3.0,6.0,6.0,1.0,1.0,2.0,ЛДПР,True,False,False,False,True,1,1,1,1,1,2,3,2,4,4,2,1,3,1.0,10.0,6.0,1.0,1.0,3.0,1.0,1.0,2.0
1039020298,2021-12-30 06:36:59,2021-12-30 06:36:59,Женский,до 29,крупный город (свыше 500 тыс. жителей),female_29,Наркозависимого,,,,,,Скорее не согласен,Полностью согласен,Скорее не согласен,Затрудняюсь ответить,Скорее доверяю,Скорее не доверяю,Скорее согласен,Одобряю,Скорее часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее доверяю,1.0,8.0,1.0,5.0,1.0,7.0,6.0,5.0,1.0,4.0,2.0,КПРФ,False,False,False,False,False,1,1,1,1,1,3,1,-1,2,3,2,2,2,1.0,8.0,1.0,5.0,1.0,7.0,1.0,4.0,2.0
1039016477,2021-12-30 06:27:13,2021-12-30 06:27:13,Женский,до 29,крупный город (свыше 500 тыс. жителей),female_29,Наркозависимого,,,,,,Скорее не согласен,Скорее согласен,Скорее не согласен,Никогда бы не посетил,Затрудняюсь ответить,Скорее доверяю,Скорее не согласен,Одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,1.0,5.0,3.0,10.0,1.0,10.0,8.0,8.0,7.0,6.0,6.0,Единая Россия,False,False,False,False,False,1,1,1,1,1,3,2,3,-1,2,-1,2,3,1.0,5.0,3.0,10.0,1.0,10.0,7.0,6.0,6.0
1039013435,2021-12-30 06:19:18,2021-12-30 06:19:18,Женский,до 29,крупный город (свыше 500 тыс. жителей),female_29,Наркозависимого,,,,,,Затрудняюсь ответить,Затрудняюсь ответить,Абсолютно не согласен,Мог бы посетить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Одобряю,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,1.0,3.0,3.0,3.0,2.0,8.0,10.0,5.0,3.0,3.0,1.0,Единая Россия,False,False,False,False,False,1,1,1,1,1,-1,-1,2,-1,-1,-1,-1,-1,1.0,3.0,3.0,3.0,2.0,8.0,3.0,3.0,1.0
1039008360,2021-12-30 06:04:18,2021-12-30 06:04:18,Женский,до 29,посёлок городского типа,female_29,,,,,,Не против любого из перечисленных,Скорее не согласен,Полностью согласен,Скорее не согласен,Мог бы посетить,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Одобряю,Скорее часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее не доверяю,1.0,10.0,1.0,5.0,3.0,8.0,2.0,1.0,1.0,5.0,3.0,Единая Россия,False,True,False,False,True,1,1,1,1,1,3,1,2,3,3,3,2,2,1.0,10.0,1.0,5.0,3.0,8.0,1.0,5.0,3.0
1038988198,2021-12-30 04:52:35,2021-12-30 04:52:35,Женский,до 29,средний город (50-100 тыс. жителей),female_29,Наркозависимого,,,,,,Скорее не согласен,"Ни согласен, ни несогласен",Абсолютно не согласен,Мог бы посетить,Затрудняюсь ответить,Затрудняюсь ответить,Абсолютно не согласен,Затрудняюсь ответить,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,5.0,5.0,8.0,3.0,8.0,10.0,3.0,8.0,5.0,5.0,КПРФ,False,False,False,False,False,1,1,1,1,1,3,3,2,-1,-1,2,2,3,1.0,5.0,5.0,8.0,3.0,8.0,8.0,5.0,5.0
1038951536,2021-12-30 01:41:20,2021-12-30 01:41:20,Женский,до 29,крупный город (свыше 500 тыс. жителей),female_29,Наркозависимого,,,,,,Скорее согласен,Скорее согласен,Скорее не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Затрудняюсь ответить,Не очень часто,Затрудняюсь ответить,Скорее доверяю,1.0,10.0,3.0,10.0,1.0,5.0,1.0,7.0,1.0,5.0,6.0,КПРФ,False,True,False,False,True,1,1,1,1,1,2,2,3,3,3,2,3,-1,1.0,10.0,3.0,10.0,1.0,5.0,1.0,5.0,6.0
1038939042,2021-12-30 00:56:33,2021-12-30 00:56:33,Женский,до 29,крупный город (свыше 500 тыс. жителей),female_29,Наркозависимого,,,Иммигранта,Человека другой религии,,Полностью не согласен,Скорее согласен,Абсолютно не согласен,Затрудняюсь ответить,Скорее не доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,7.0,1.0,10.0,4.0,10.0,10.0,1.0,10.0,10.0,6.0,Зелёные,True,False,False,False,True,1,1,1,1,1,4,2,-1,3,-1,2,1,3,1.0,7.0,1.0,10.0,4.0,10.0,10.0,10.0,6.0
1038916234,2021-12-30 00:03:56,2021-12-30 00:03:56,Женский,до 29,средний город (50-100 тыс. жителей),female_29,,,,,,Не против любого из перечисленных,Полностью не согласен,Полностью согласен,Абсолютно не согласен,Затрудняюсь ответить,Полностью не доверяю,Полностью не доверяю,Абсолютно не согласен,Не одобряю,Скорее часто,Мы должны пускать всех желающих,Абсолютно доверяю,1.0,10.0,9.0,10.0,1.0,10.0,10.0,1.0,5.0,10.0,10.0,Зелёные,True,False,False,False,True,1,1,1,1,1,4,1,-1,4,4,1,2,1,1.0,10.0,9.0,10.0,1.0,10.0,5.0,10.0,10.0
1038912469,2021-12-29 23:56:53,2021-12-29 23:56:53,Женский,до 29,крупный город (свыше 500 тыс. жителей),female_29,Наркозависимого,,,,,,Полностью не согласен,Скорее согласен,Скорее не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Одобряю,Очень часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее не доверяю,1.0,5.0,5.0,10.0,1.0,10.0,9.0,1.0,5.0,10.0,1.0,Справедливая Россия - За Правду,False,False,False,False,False,1,1,1,1,1,4,2,3,3,3,3,1,2,1.0,5.0,5.0,10.0,1.0,10.0,5.0,10.0,1.0
1038901537,2021-12-29 23:37:30,2021-12-29 23:37:30,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_29,Наркозависимого,,,,,,Полностью не согласен,Скорее не согласен,Скорее не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Совсем не часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее не доверяю,1.0,1.0,5.0,8.0,2.0,5.0,4.0,1.0,1.0,7.0,5.0,Единая Россия,False,False,True,False,False,1,1,1,1,1,4,4,3,2,2,3,4,2,1.0,1.0,5.0,8.0,2.0,5.0,1.0,7.0,5.0
1038891927,2021-12-29 23:21:06,2021-12-29 23:21:06,Женский,до 29,малый город (до 50 тыс. жителей),female_29,Наркозависимого,,,,,,Полностью не согласен,Полностью согласен,Абсолютно не согласен,Затрудняюсь ответить,Скорее не доверяю,Полностью не доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее доверяю,2.0,10.0,7.0,10.0,2.0,10.0,10.0,5.0,3.0,10.0,8.0,Яблоко,True,False,False,False,True,1,1,1,1,1,4,1,-1,3,4,2,-1,2,2.0,10.0,7.0,10.0,2.0,10.0,3.0,10.0,8.0
1038876172,2021-12-29 22:57:13,2021-12-29 22:57:13,Женский,до 29,сельский населённый пункт,female_29,Наркозависимого,,Гомосексуала,Иммигранта,,,Скорее согласен,"Ни согласен, ни несогласен",Скорее согласен,Никогда бы не посетил,Скорее доверяю,Скорее не доверяю,Скорее согласен,Одобряю,Не очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,1.0,1.0,1.0,1.0,10.0,5.0,5.0,1.0,1.0,10.0,Единая Россия,False,False,False,False,False,1,1,1,1,1,2,3,3,2,3,2,3,3,1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,10.0
1038867669,2021-12-29 22:45:54,2021-12-29 22:45:54,Женский,до 29,средний город (50-100 тыс. жителей),female_29,,,,,Человека другой религии,,Полностью не согласен,Скорее согласен,Абсолютно не согласен,Никогда бы не посетил,Полностью не доверяю,Полностью не доверяю,Скорее согласен,Не одобряю,Очень часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее доверяю,1.0,10.0,8.0,10.0,2.0,10.0,10.0,2.0,2.0,9.0,5.0,Яблоко,False,False,False,False,False,1,1,1,1,1,4,2,3,4,4,2,1,2,1.0,10.0,8.0,10.0,2.0,10.0,2.0,9.0,5.0
1038867546,2021-12-29 22:45:44,2021-12-29 22:45:44,Женский,до 29,средний город (50-100 тыс. жителей),female_29,Наркозависимого,,,,,,Полностью не согласен,Полностью согласен,Абсолютно согласен,Никогда бы не посетил,Полностью доверяю,Скорее доверяю,Абсолютно не согласен,Одобряю,Затрудняюсь ответить,"Пускать всех желающих до тех пор, пока есть рабочие места",Затрудняюсь ответить,1.0,10.0,5.0,5.0,1.0,10.0,1.0,1.0,5.0,5.0,1.0,Единая Россия,True,False,False,False,True,1,1,1,1,1,4,1,3,1,2,-1,-1,2,1.0,10.0,5.0,5.0,1.0,10.0,5.0,5.0,1.0
1038850233,2021-12-29 22:24:17,2021-12-29 22:24:18,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_29,Наркозависимого,,Гомосексуала,Иммигранта,Человека другой религии,,Скорее согласен,Скорее не согласен,Абсолютно не согласен,Никогда бы не посетил,Затрудняюсь ответить,Затрудняюсь ответить,Скорее не согласен,Затрудняюсь ответить,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,1.0,2.0,2.0,4.0,4.0,5.0,10.0,8.0,7.0,8.0,2.0,ЛДПР,False,False,True,False,False,1,1,1,1,1,2,4,3,-1,-1,-1,2,3,1.0,2.0,2.0,4.0,4.0,5.0,7.0,8.0,2.0
