ID,Время создания,Время изменения,Ваш пол,Сколько вам лет?,"Укажите тип населённого пункта, в котором вы проживаете.",Источник ответов,Кого бы вы НЕ хотели видеть своим соседом? / Наркозависимого,Кого бы вы НЕ хотели видеть своим соседом? / Человека другой расы,Кого бы вы НЕ хотели видеть своим соседом? / Гомосексуала,Кого бы вы НЕ хотели видеть своим соседом? / Иммигранта,Кого бы вы НЕ хотели видеть своим соседом? / Человека другой религии,Кого бы вы НЕ хотели видеть своим соседом? / Не против любого из перечисленных,"Согласны ли вы с утверждением: В целом, из мужчин получаются более хорошие политические лидеры, чем из женщин?","Согласны ли вы с утверждением: Гомосексуальные пары такие же хорошие родители, как и другие пары?",Согласны ли вы с утверждением: Религия играет важную роль в моей жизни.,Могли бы вы посетить несанкционированный политический митинг?,Доверяете ли вы Правительству?,Доверяете ли вы полиции?,"Согласны ли вы с утверждением: Среди политических лидеров женщины более компетентны, чем мужчины",Одобряете ли вы деятельность Владимира Путина?,"По вашему мнению, как часто в вашей стране фальсифицируют выборы?","По вашему мнению, какой должна быть иммиграционная политика?",Доверяете ли вы движениям за женские права?,"Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Для мужчины оправдано ударить свою жену","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Гомосексуализм - это норма","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Проституция может быть оправдана","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Аборт может быть оправдан","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Родители могут ударить своего ребёнка","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Секс до брака - это норма","""Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен)"""" / Религия НЕ играет важную роль в моей жизни","""Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен)"""" / Мужчины лучше справляются с ответственными должностями","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Самоубийство может быть оправдано","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Эвтаназия может быть оправдана","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Случайные половые связи могут быть оправданы","За какую партию вы бы проголосовали, если бы выборы были бы завтра?",failed_sexism_check,failed_religion_check,invalid_age,invalid_sex,failed_control,Q18: Neighbors: Drug addicts,Q19: Neighbors: People of a different race,Q22: Neighbors: Homosexuals,Q21: Neighbors: Immigrants/foreign workers,Q23: Neighbors: People of a different religion,Q29: Men make better political leaders than women do,Q36: Homosexual couples are as good parents as other couples,Q212: Political action: Joining unofficial strikes,Q71: Confidence: The Government,Q69: Confidence: The Police,Q80: Confidence: The Women´s Movement,Q227: How often in country´s elections: Voters are bribed,Q130: Immigration policy preference,Q223: Which party would you vote for if there were a national election tomorrow,Q189: Justifiable: For a man to beat his wife,Q182: Justifiable: Homosexuality,Q183: Justifiable: Prostitution,Q184: Justifiable: Abortion,Q190: Justifiable: Parents beating children,Q186: Justifiable: Sex before marriage,Q187: Justifiable: Suicide,Q188: Justifiable: Euthanasia,Q193: Justifiable: Having casual sex,source,Q260: Sex,Q262: Age,source_age,source_sex,self_reported_age,self_reported_sex
1046416865.0,2022-01-07 08:22:09,2022-01-07 08:22:09,Мужской,более 50,крупный город (свыше 500 тыс. жителей),male_50,,,,,Человека другой религии,,Скорее не согласен,Полностью не согласен,Абсолютно не согласен,Мог бы посетить,Полностью не доверяю,Полностью не доверяю,Скорее не согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,9.0,9.0,3.0,6.0,10.0,10.0,5.0,1.0,3.0,10.0,КПРФ,False,False,False,False,False,2,2,2,2,1,3,5,2,4,4,2,1,3,0,1.0,9.0,9.0,3.0,6.0,10.0,1.0,3.0,10.0,ours,,,50+,male,50+,male
1046407473.0,2022-01-07 08:03:02,2022-01-07 08:03:02,Мужской,более 50,крупный город (свыше 500 тыс. жителей),male_50,Наркозависимого,,,,,,Скорее не согласен,Полностью не согласен,Абсолютно не согласен,Мог бы посетить,Скорее не доверяю,Скорее не доверяю,Скорее согласен,Одобряю,Скорее часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Затрудняюсь ответить,1.0,1.0,1.0,2.0,1.0,1.0,10.0,6.0,2.0,2.0,1.0,Партия пенсионеров,False,False,False,False,False,1,2,2,2,2,3,5,2,3,3,-1,2,2,0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,ours,,,50+,male,50+,male
1046400795.0,2022-01-07 07:49:31,2022-01-07 07:49:31,Мужской,более 50,сельский населённый пункт,male_50,Наркозависимого,,Гомосексуала,,,,Полностью согласен,Полностью не согласен,Абсолютно не согласен,Мог бы посетить,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,1.0,3.0,5.0,3.0,8.0,9.0,5.0,1.0,5.0,3.0,Зелёные,False,False,False,False,False,1,2,1,2,2,1,5,2,3,3,3,1,3,0,1.0,1.0,3.0,5.0,3.0,8.0,1.0,5.0,3.0,ours,,,50+,male,50+,male
1046379278.0,2022-01-07 06:59:24,2022-01-07 06:59:24,Мужской,более 50,сельский населённый пункт,male_50,,,Гомосексуала,,,,Скорее согласен,Полностью не согласен,Абсолютно не согласен,Никогда бы не посетил,Затрудняюсь ответить,Скорее не доверяю,Скорее не согласен,Одобряю,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,1.0,1.0,3.0,3.0,1.0,10.0,10.0,7.0,1.0,3.0,10.0,Справедливая Россия - За Правду,False,False,False,False,False,2,2,1,2,2,2,5,3,-1,3,4,-1,3,0,1.0,1.0,3.0,3.0,1.0,10.0,1.0,3.0,10.0,ours,,,50+,male,50+,male
1046369615.0,2022-01-07 06:28:48,2022-01-07 06:28:48,Мужской,более 50,крупный город (свыше 500 тыс. жителей),male_50,Наркозависимого,,,,,,Скорее согласен,Затрудняюсь ответить,Затрудняюсь ответить,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее согласен,Одобряю,Очень часто,Мы должны пускать всех желающих,Абсолютно доверяю,1.0,1.0,5.0,6.0,1.0,10.0,6.0,7.0,1.0,7.0,7.0,Партия пенсионеров,False,False,False,False,False,1,2,2,2,2,2,-1,3,2,2,1,1,1,0,1.0,1.0,5.0,6.0,1.0,10.0,1.0,7.0,7.0,ours,,,50+,male,50+,male
1046365556.0,2022-01-07 06:13:48,2022-01-07 06:13:48,Мужской,более 50,посёлок городского типа,male_50,Наркозависимого,,Гомосексуала,,,,Скорее согласен,Полностью не согласен,Абсолютно не согласен,Мог бы посетить,Полностью не доверяю,Полностью не доверяю,Абсолютно не согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,5.0,1.0,1.0,9.0,6.0,4.0,10.0,9.0,5.0,6.0,5.0,КПРФ,False,False,False,False,False,1,2,1,2,2,2,5,2,4,4,4,1,3,0,5.0,1.0,1.0,9.0,6.0,4.0,5.0,6.0,5.0,ours,,,50+,male,50+,male
1046356158.0,2022-01-07 05:34:54,2022-01-07 05:34:54,Мужской,более 50,сельский населённый пункт,male_50,Наркозависимого,,,,,,Скорее не согласен,Затрудняюсь ответить,Затрудняюсь ответить,Мог бы посетить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Не одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,5.0,5.0,10.0,10.0,10.0,10.0,5.0,5.0,1.0,10.0,10.0,Зелёные,True,False,False,False,True,1,2,2,2,2,3,-1,2,-1,-1,2,2,3,0,5.0,5.0,10.0,10.0,10.0,10.0,1.0,10.0,10.0,ours,,,50+,male,50+,male
1046354576.0,2022-01-07 05:27:21,2022-01-07 05:27:21,Мужской,более 50,крупный город (свыше 500 тыс. жителей),male_50,Наркозависимого,,,,,,Полностью не согласен,Затрудняюсь ответить,Абсолютно не согласен,Никогда бы не посетил,Полностью не доверяю,Скорее не доверяю,Затрудняюсь ответить,Не одобряю,Очень часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Абсолютно не доверяю,1.0,1.0,5.0,10.0,1.0,10.0,10.0,1.0,10.0,10.0,10.0,КПРФ,True,False,False,False,True,1,2,2,2,2,4,-1,3,4,3,4,1,2,0,1.0,1.0,5.0,10.0,1.0,10.0,10.0,10.0,10.0,ours,,,50+,male,50+,male
1046330903.0,2022-01-07 03:16:54,2022-01-07 03:16:54,Мужской,более 50,средний город (50-100 тыс. жителей),male_50,,,,,,Не против любого из перечисленных,Скорее не согласен,Скорее не согласен,Скорее не согласен,Мог бы посетить,Скорее доверяю,Скорее доверяю,Скорее согласен,Одобряю,Скорее часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее доверяю,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,9.0,10.0,10.0,Партия пенсионеров,False,False,False,False,False,2,2,2,2,2,3,4,2,2,2,2,2,2,0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,10.0,10.0,ours,,,50+,male,50+,male
1046319809.0,2022-01-07 02:16:24,2022-01-07 02:16:24,Мужской,более 50,крупный город (свыше 500 тыс. жителей),male_50,Наркозависимого,,,,,,Скорее не согласен,Полностью не согласен,Абсолютно не согласен,Затрудняюсь ответить,Скорее не доверяю,Скорее доверяю,Абсолютно не согласен,Затрудняюсь ответить,Совсем не часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,1.0,1.0,10.0,5.0,5.0,2.0,1.0,2.0,1.0,1.0,ЛДПР,False,True,False,False,True,1,2,2,2,2,3,5,-1,3,2,3,4,3,0,1.0,1.0,1.0,10.0,5.0,5.0,2.0,1.0,1.0,ours,,,50+,male,50+,male
1046297924.0,2022-01-07 00:59:44,2022-01-07 00:59:44,Мужской,более 50,крупный город (свыше 500 тыс. жителей),male_50,Наркозависимого,,Гомосексуала,Иммигранта,Человека другой религии,,Скорее не согласен,Скорее не согласен,Абсолютно не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее согласен,Одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,7.0,6.0,10.0,3.0,10.0,10.0,2.0,2.0,3.0,10.0,Зелёные,False,False,False,False,False,1,2,1,1,1,3,4,3,2,2,2,2,3,0,1.0,7.0,6.0,10.0,3.0,10.0,2.0,3.0,10.0,ours,,,50+,male,50+,male
1046296060.0,2022-01-07 00:54:54,2022-01-07 00:54:54,Мужской,более 50,крупный город (свыше 500 тыс. жителей),male_50,Наркозависимого,,,,,,Скорее не согласен,Полностью не согласен,Абсолютно не согласен,Мог бы посетить,Полностью не доверяю,Полностью не доверяю,Скорее не согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,1.0,3.0,7.0,6.0,9.0,10.0,6.0,1.0,3.0,1.0,Партия пенсионеров,False,False,False,False,False,1,2,2,2,2,3,5,2,4,4,2,1,3,0,1.0,1.0,3.0,7.0,6.0,9.0,1.0,3.0,1.0,ours,,,50+,male,50+,male
1046276396.0,2022-01-07 00:12:33,2022-01-07 00:12:33,Мужской,более 50,малый город (до 50 тыс. жителей),male_50,Наркозависимого,,,,,,Скорее не согласен,Затрудняюсь ответить,Скорее согласен,Затрудняюсь ответить,Скорее доверяю,Скорее доверяю,Затрудняюсь ответить,Одобряю,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,2.0,10.0,3.0,10.0,5.0,10.0,7.0,6.0,10.0,8.0,3.0,Справедливая Россия - За Правду,True,False,False,False,True,1,2,2,2,2,3,-1,-1,2,2,3,-1,3,0,2.0,10.0,3.0,10.0,5.0,10.0,10.0,8.0,3.0,ours,,,50+,male,50+,male
1046256714.0,2022-01-06 23:40:19,2022-01-06 23:40:19,Мужской,более 50,крупный город (свыше 500 тыс. жителей),male_50,Наркозависимого,,,,,,Скорее согласен,Полностью не согласен,Скорее не согласен,Никогда бы не посетил,Затрудняюсь ответить,Затрудняюсь ответить,Абсолютно не согласен,Одобряю,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,1.0,1.0,1.0,5.0,5.0,3.0,8.0,8.0,1.0,1.0,5.0,Родина,False,False,False,False,False,1,2,2,2,2,2,5,3,-1,-1,-1,-1,3,0,1.0,1.0,1.0,5.0,5.0,3.0,1.0,1.0,5.0,ours,,,50+,male,50+,male
1046251178.0,2022-01-06 23:32:32,2022-01-06 23:32:32,Мужской,более 50,крупный город (свыше 500 тыс. жителей),male_50,Наркозависимого,,Гомосексуала,Иммигранта,,,Скорее согласен,Полностью не согласен,Скорее не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Затрудняюсь ответить,Одобряю,Совсем не часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,1.0,5.0,10.0,5.0,10.0,5.0,5.0,5.0,5.0,5.0,Единая Россия,True,False,False,False,True,1,2,1,1,2,2,5,3,2,2,3,4,3,1,1.0,1.0,5.0,10.0,5.0,10.0,5.0,5.0,5.0,ours,,,50+,male,50+,male
1046251162.0,2022-01-06 23:32:31,2022-01-06 23:32:31,Мужской,более 50,крупный город (свыше 500 тыс. жителей),male_50,Наркозависимого,,Гомосексуала,Иммигранта,,,Скорее согласен,Полностью не согласен,Скорее не согласен,Затрудняюсь ответить,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,1.0,1.0,7.0,7.0,5.0,7.0,5.0,7.0,1.0,3.0,6.0,Справедливая Россия - За Правду,False,False,False,False,False,1,2,1,1,2,2,5,-1,3,3,4,2,3,0,1.0,1.0,7.0,7.0,5.0,7.0,1.0,3.0,6.0,ours,,,50+,male,50+,male
1046247468.0,2022-01-06 23:27:19,2022-01-06 23:27:19,Мужской,более 50,крупный город (свыше 500 тыс. жителей),male_50,Наркозависимого,,Гомосексуала,,,,Скорее согласен,Полностью не согласен,Скорее не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Совсем не часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Абсолютно не доверяю,1.0,1.0,5.0,5.0,1.0,7.0,6.0,6.0,1.0,5.0,5.0,Единая Россия,False,False,False,False,False,1,2,1,2,2,2,5,3,2,2,4,4,2,1,1.0,1.0,5.0,5.0,1.0,7.0,1.0,5.0,5.0,ours,,,50+,male,50+,male
1046241983.0,2022-01-06 23:19:59,2022-01-06 23:19:59,Мужской,более 50,средний город (50-100 тыс. жителей),male_50,,,,,,Не против любого из перечисленных,Скорее согласен,Полностью не согласен,Скорее согласен,Мог бы посетить,Полностью не доверяю,Полностью не доверяю,Скорее не согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,5.0,1.0,5.0,1.0,4.0,10.0,6.0,5.0,6.0,6.0,9.0,КПРФ,False,False,False,False,False,2,2,2,2,2,2,5,2,4,4,-1,1,3,0,5.0,1.0,5.0,1.0,4.0,10.0,6.0,6.0,9.0,ours,,,50+,male,50+,male
1046238340.0,2022-01-06 23:15:08,2022-01-06 23:15:08,Мужской,более 50,средний город (50-100 тыс. жителей),male_50,Наркозависимого,,,,,,Полностью согласен,Полностью не согласен,Абсолютно согласен,Затрудняюсь ответить,Скорее доверяю,Скорее доверяю,Скорее не согласен,Затрудняюсь ответить,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,4.0,1.0,1.0,4.0,8.0,5.0,1.0,8.0,3.0,6.0,3.0,Партия пенсионеров,False,False,False,False,False,1,2,2,2,2,1,5,-1,2,2,3,2,3,0,4.0,1.0,1.0,4.0,8.0,5.0,3.0,6.0,3.0,ours,,,50+,male,50+,male
1046206815.0,2022-01-06 22:33:36,2022-01-06 22:33:36,Мужской,более 50,средний город (50-100 тыс. жителей),male_50,Наркозависимого,,,,,,Скорее согласен,Скорее согласен,Абсолютно не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Не одобряю,Очень часто,Запретить приезжать сюда из других стран,Абсолютно доверяю,1.0,10.0,10.0,10.0,1.0,10.0,10.0,5.0,1.0,10.0,10.0,Коммунистическая партия Коммунисты России,False,False,False,False,False,1,2,2,2,2,2,2,3,3,3,1,1,4,0,1.0,10.0,10.0,10.0,1.0,10.0,1.0,10.0,10.0,ours,,,50+,male,50+,male
1046198222.0,2022-01-06 22:23:37,2022-01-06 22:23:37,Мужской,более 50,крупный город (свыше 500 тыс. жителей),male_50,Наркозависимого,,Гомосексуала,Иммигранта,,,Затрудняюсь ответить,Полностью не согласен,Скорее согласен,Мог бы посетить,Полностью не доверяю,Скорее не доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,1.0,1.0,3.0,7.0,8.0,5.0,2.0,5.0,5.0,5.0,5.0,Коммунистическая партия Коммунисты России,False,False,False,False,False,1,2,1,1,2,-1,5,2,4,3,4,2,3,0,1.0,1.0,3.0,7.0,8.0,5.0,5.0,5.0,5.0,ours,,,50+,male,50+,male
1046157340.0,2022-01-06 21:39:37,2022-01-06 21:39:37,Мужской,более 50,посёлок городского типа,male_50,Наркозависимого,,Гомосексуала,,,,Скорее не согласен,Полностью не согласен,Скорее не согласен,Никогда бы не посетил,Скорее доверяю,Скорее не доверяю,Скорее не согласен,Одобряю,Совсем не часто,Мы должны пускать всех желающих,Затрудняюсь ответить,1.0,1.0,1.0,5.0,1.0,6.0,4.0,6.0,1.0,6.0,5.0,Справедливая Россия - За Правду,False,False,False,False,False,1,2,1,2,2,3,5,3,2,3,-1,4,1,0,1.0,1.0,1.0,5.0,1.0,6.0,1.0,6.0,5.0,ours,,,50+,male,50+,male
1046131721.0,2022-01-06 21:13:18,2022-01-06 21:13:18,Мужской,более 50,крупный город (свыше 500 тыс. жителей),male_50,Наркозависимого,,,,,,Скорее не согласен,"Ни согласен, ни несогласен",Абсолютно не согласен,Уже посещал,Полностью не доверяю,Полностью не доверяю,Затрудняюсь ответить,Не одобряю,Очень часто,Запретить приезжать сюда из других стран,Скорее доверяю,1.0,3.0,8.0,10.0,3.0,6.0,10.0,6.0,8.0,8.0,5.0,Яблоко,True,False,False,False,True,1,2,2,2,2,3,3,1,4,4,2,1,4,0,1.0,3.0,8.0,10.0,3.0,6.0,8.0,8.0,5.0,ours,,,50+,male,50+,male
1046123440.0,2022-01-06 21:04:39,2022-01-06 21:04:39,Мужской,более 50,сельский населённый пункт,male_50,Наркозависимого,,,,,,Скорее согласен,Затрудняюсь ответить,Скорее не согласен,Затрудняюсь ответить,Скорее не доверяю,Скорее не доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,1.0,1.0,1.0,6.0,3.0,8.0,6.0,8.0,1.0,10.0,5.0,КПРФ,True,False,False,False,True,1,2,2,2,2,2,-1,-1,3,3,-1,-1,3,0,1.0,1.0,1.0,6.0,3.0,8.0,1.0,10.0,5.0,ours,,,50+,male,50+,male
1046114602.0,2022-01-06 20:55:30,2022-01-06 20:55:30,Мужской,более 50,крупный город (свыше 500 тыс. жителей),male_50,Наркозависимого,,,Иммигранта,Человека другой религии,,Затрудняюсь ответить,Скорее не согласен,Скорее согласен,Никогда бы не посетил,Затрудняюсь ответить,Скорее доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Очень часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Затрудняюсь ответить,1.0,1.0,3.0,2.0,5.0,6.0,4.0,8.0,9.0,9.0,6.0,Единая Россия,False,False,False,False,False,1,2,2,1,1,-1,4,3,-1,2,-1,1,2,1,1.0,1.0,3.0,2.0,5.0,6.0,9.0,9.0,6.0,ours,,,50+,male,50+,male
1046113926.0,2022-01-06 20:54:51,2022-01-06 20:54:51,Мужской,более 50,крупный город (свыше 500 тыс. жителей),male_50,Наркозависимого,,,,,,Полностью согласен,Полностью согласен,Абсолютно не согласен,Мог бы посетить,Скорее доверяю,Скорее доверяю,Абсолютно не согласен,Одобряю,Совсем не часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,3.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,5.0,10.0,КПРФ,False,False,False,False,False,1,2,2,2,2,1,1,2,2,2,3,4,3,0,3.0,1.0,10.0,10.0,10.0,10.0,1.0,5.0,10.0,ours,,,50+,male,50+,male
1046111063.0,2022-01-06 20:52:04,2022-01-06 20:52:04,Мужской,более 50,сельский населённый пункт,male_50,Наркозависимого,Человека другой расы,Гомосексуала,Иммигранта,Человека другой религии,,Полностью согласен,Полностью не согласен,Скорее согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Одобряю,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,5.0,1.0,7.0,1.0,2.0,7.0,8.0,3.0,1.0,7.0,5.0,Единая Россия,False,False,False,False,False,1,1,1,1,1,1,5,3,3,3,2,-1,3,1,5.0,1.0,7.0,1.0,2.0,7.0,1.0,7.0,5.0,ours,,,50+,male,50+,male
1046105741.0,2022-01-06 20:47:13,2022-01-06 20:47:13,Мужской,более 50,средний город (50-100 тыс. жителей),male_50,Наркозависимого,,,,,,Скорее согласен,"Ни согласен, ни несогласен",Скорее не согласен,Затрудняюсь ответить,Скорее доверяю,Скорее доверяю,Скорее не согласен,Не одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,2.0,1.0,8.0,9.0,6.0,7.0,4.0,9.0,3.0,6.0,8.0,Партия пенсионеров,False,False,False,False,False,1,2,2,2,2,2,3,-1,2,2,2,2,3,0,2.0,1.0,8.0,9.0,6.0,7.0,3.0,6.0,8.0,ours,,,50+,male,50+,male
1046064498.0,2022-01-06 20:06:38,2022-01-06 20:06:38,Женский,до 29,крупный город (свыше 500 тыс. жителей),male_50,Наркозависимого,Человека другой расы,,,,,Скорее не согласен,Скорее не согласен,Скорее согласен,Мог бы посетить,Полностью не доверяю,Полностью не доверяю,Затрудняюсь ответить,Не одобряю,Очень часто,Запретить приезжать сюда из других стран,Затрудняюсь ответить,1.0,4.0,1.0,1.0,1.0,10.0,5.0,5.0,1.0,10.0,5.0,КПРФ,True,False,True,True,True,1,1,2,2,2,3,4,2,4,4,-1,1,4,0,1.0,4.0,1.0,1.0,1.0,10.0,1.0,10.0,5.0,ours,,,50+,male,29,female
1046063943.0,2022-01-06 20:06:04,2022-01-06 20:06:04,Мужской,более 50,средний город (50-100 тыс. жителей),male_50,Наркозависимого,,,,,,Скорее согласен,Полностью не согласен,Скорее согласен,Никогда бы не посетил,Полностью доверяю,Скорее доверяю,Абсолютно не согласен,Одобряю,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,1.0,1.0,3.0,5.0,2.0,10.0,1.0,10.0,1.0,1.0,10.0,Единая Россия,False,False,False,False,False,1,2,2,2,2,2,5,3,1,2,4,-1,3,1,1.0,1.0,3.0,5.0,2.0,10.0,1.0,1.0,10.0,ours,,,50+,male,50+,male
1070087655.0,2022-01-24 15:21:40,2022-01-24 15:21:40,Женский,до 29,средний город (50-100 тыс. жителей),female_29,Наркозависимого,,,,,,Затрудняюсь ответить,Скорее согласен,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Скорее доверяю,Затрудняюсь ответить,Одобряю,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,1.0,5.0,5.0,5.0,1.0,10.0,5.0,1.0,1.0,5.0,1.0,Единая Россия,False,False,False,False,False,1,2,2,2,2,-1,2,-1,-1,2,-1,-1,-1,1,1.0,5.0,5.0,5.0,1.0,10.0,1.0,5.0,1.0,ours,,,29,female,29,female
1070082406.0,2022-01-24 15:18:34,2022-01-24 15:18:34,Женский,до 29,крупный город (свыше 500 тыс. жителей),female_29,Наркозависимого,Человека другой расы,Гомосексуала,,,,Скорее не согласен,Затрудняюсь ответить,Абсолютно согласен,Затрудняюсь ответить,Скорее не доверяю,Скорее не доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,1.0,3.0,7.0,10.0,5.0,8.0,2.0,5.0,5.0,8.0,4.0,КПРФ,True,False,False,False,True,1,1,1,2,2,3,-1,-1,3,3,-1,2,3,0,1.0,3.0,7.0,10.0,5.0,8.0,5.0,8.0,4.0,ours,,,29,female,29,female
1070070880.0,2022-01-24 15:11:44,2022-01-24 15:11:44,Женский,до 29,малый город (до 50 тыс. жителей),female_29,,,,Иммигранта,,,Полностью согласен,Полностью не согласен,Скорее не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Абсолютно не согласен,Одобряю,Совсем не часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,2.0,1.0,3.0,10.0,8.0,4.0,9.0,9.0,8.0,10.0,4.0,Единая Россия,False,False,False,False,False,2,2,2,1,2,1,5,3,2,2,4,4,3,1,2.0,1.0,3.0,10.0,8.0,4.0,8.0,10.0,4.0,ours,,,29,female,29,female
1069948478.0,2022-01-24 14:01:32,2022-01-24 14:01:33,Женский,до 29,крупный город (свыше 500 тыс. жителей),female_29,Наркозависимого,Человека другой расы,,Иммигранта,,,Скорее согласен,Скорее не согласен,Абсолютно не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно доверяю,1.0,3.0,1.0,10.0,1.0,7.0,10.0,10.0,1.0,10.0,1.0,КПРФ,False,False,False,False,False,1,1,2,1,2,2,4,3,2,2,1,2,3,0,1.0,3.0,1.0,10.0,1.0,7.0,1.0,10.0,1.0,ours,,,29,female,29,female
1069933335.0,2022-01-24 13:52:48,2022-01-24 13:52:48,Женский,до 29,малый город (до 50 тыс. жителей),female_29,Наркозависимого,,,,,,Скорее не согласен,Полностью не согласен,Скорее согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Затрудняюсь ответить,Одобряю,Не очень часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Абсолютно доверяю,1.0,1.0,1.0,2.0,1.0,5.0,5.0,1.0,2.0,3.0,5.0,КПРФ,True,False,False,False,True,1,2,2,2,2,3,5,3,2,2,1,3,2,0,1.0,1.0,1.0,2.0,1.0,5.0,2.0,3.0,5.0,ours,,,29,female,29,female
